model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,alpha,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
nb,word,True,1.0,10,"(1, 2)",new,stem,0.01,0.7539386653355233,0.15555555555555556,0.8435980551053485,0.6607843137254902,0.7741755170486305,0.5987537908401218,0.10101010101010101,0.7072927072927072,0.5538461538461539,0.632494004796163
nb,word,True,1.0,10,"(1, 3)",new,stem,0.0,0.7539386653355233,0.15555555555555556,0.8435980551053485,0.6607843137254902,0.7741755170486305,0.5987537908401218,0.10101010101010101,0.7072927072927072,0.5538461538461539,0.632494004796163
nb,word,True,1.0,10,"(1, 3)",new,stem,0.001,0.7539386653355233,0.15555555555555556,0.8435980551053485,0.6607843137254902,0.7741755170486305,0.5987537908401218,0.10101010101010101,0.7072927072927072,0.5538461538461539,0.632494004796163
nb,word,True,1.0,10,"(1, 3)",new,stem,0.01,0.7539386653355233,0.15555555555555556,0.8435980551053485,0.6607843137254902,0.7741755170486305,0.5987537908401218,0.10101010101010101,0.7072927072927072,0.5538461538461539,0.632494004796163
nb,word,True,0.25,10,"(1, 1)",new,stem,0.0,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.25,10,"(1, 1)",new,stem,0.001,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.25,10,"(1, 1)",new,stem,0.01,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.5,10,"(1, 1)",new,stem,0.0,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.5,10,"(1, 1)",new,stem,0.001,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.5,10,"(1, 1)",new,stem,0.01,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,1.0,10,"(1, 1)",new,stem,0.0,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,1.0,10,"(1, 1)",new,stem,0.001,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,1.0,10,"(1, 1)",new,stem,0.01,0.7532676459541786,0.15555555555555556,0.8432563791008505,0.6594700686947988,0.7736165455561766,0.5995024222310662,0.10101010101010101,0.7076461769115443,0.5550161812297735,0.6330935251798561
nb,word,True,0.25,1,"(1, 3)",new,lemma,0.001,0.7531504482878758,0.38596491228070173,0.8193604148660328,0.6765217391304348,0.7596422582448296,0.6474304220198356,0.33082706766917297,0.7199148029818957,0.6158490566037736,0.6630695443645084
nb,word,True,0.5,1,"(1, 3)",new,lemma,0.001,0.7531504482878758,0.38596491228070173,0.8193604148660328,0.6765217391304348,0.7596422582448296,0.6474304220198356,0.33082706766917297,0.7199148029818957,0.6158490566037736,0.6630695443645084
nb,word,True,1.0,1,"(1, 3)",new,lemma,0.001,0.7531504482878758,0.38596491228070173,0.8193604148660328,0.6765217391304348,0.7596422582448296,0.6474304220198356,0.33082706766917297,0.7199148029818957,0.6158490566037736,0.6630695443645084
nb,word,True,0.25,1,"(1, 1)",new,lemma,0.001,0.7529720218028922,0.3508771929824562,0.8227739726027398,0.673758865248227,0.7607602012297373,0.6401405853312077,0.23076923076923078,0.7214854111405835,0.6101438304314913,0.658273381294964
nb,word,True,0.5,1,"(1, 1)",new,lemma,0.001,0.7529720218028922,0.3508771929824562,0.8227739726027398,0.673758865248227,0.7607602012297373,0.6401405853312077,0.23076923076923078,0.7214854111405835,0.6101438304314913,0.658273381294964
nb,word,True,1.0,1,"(1, 1)",new,lemma,0.001,0.7529720218028922,0.3508771929824562,0.8227739726027398,0.673758865248227,0.7607602012297373,0.6401405853312077,0.23076923076923078,0.7214854111405835,0.6101438304314913,0.658273381294964
nb,word,True,0.25,10,"(1, 1)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.599295504208436,0.10309278350515463,0.706939590614079,0.5550161812297735,0.6330935251798561
nb,word,True,0.5,10,"(1, 1)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.599295504208436,0.10309278350515463,0.706939590614079,0.5550161812297735,0.6330935251798561
nb,word,True,1.0,10,"(1, 1)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.599295504208436,0.10309278350515463,0.706939590614079,0.5550161812297735,0.6330935251798561
nb,word,True,0.25,10,"(1, 2)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,0.25,10,"(1, 3)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,0.5,10,"(1, 2)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,0.5,10,"(1, 3)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,1.0,10,"(1, 2)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,1.0,10,"(1, 3)",new,stem,0.1,0.7528316454934286,0.13953488372093023,0.8435099069955521,0.6594700686947988,0.7741755170486305,0.5977980628065045,0.10309278350515463,0.7062344139650872,0.5526742301458671,0.63189448441247
nb,word,True,0.25,1,"(1, 1)",new,stem,0.01,0.7527628632093059,0.3418803418803419,0.8229747106729534,0.673758865248227,0.7602012297372834,0.6397091000385564,0.21666666666666667,0.7219873150105708,0.6102719033232629,0.6594724220623501
nb,word,True,0.5,1,"(1, 1)",new,stem,0.01,0.7527628632093059,0.3418803418803419,0.8229747106729534,0.673758865248227,0.7602012297372834,0.6397091000385564,0.21666666666666667,0.7219873150105708,0.6102719033232629,0.6594724220623501
nb,word,True,1.0,1,"(1, 1)",new,stem,0.01,0.7527628632093059,0.3418803418803419,0.8229747106729534,0.673758865248227,0.7602012297372834,0.6397091000385564,0.21666666666666667,0.7219873150105708,0.6102719033232629,0.6594724220623501
nb,word,True,0.25,1,"(1, 1)",new,original,0.25,0.7519635237386959,0.08,0.8360587002096435,0.6762075134168157,0.7702627166014533,0.6345221515726286,0.14736842105263157,0.7205806117159149,0.6082317073170732,0.6600719424460432
nb,word,True,0.5,1,"(1, 1)",new,original,0.25,0.7519635237386959,0.08,0.8360587002096435,0.6762075134168157,0.7702627166014533,0.6345221515726286,0.14736842105263157,0.7205806117159149,0.6082317073170732,0.6600719424460432
nb,word,True,1.0,1,"(1, 1)",new,original,0.25,0.7519635237386959,0.08,0.8360587002096435,0.6762075134168157,0.7702627166014533,0.6345221515726286,0.14736842105263157,0.7205806117159149,0.6082317073170732,0.6600719424460432
nb,word,True,0.25,1,"(1, 1)",new,lemma,0.5,0.7512240486223528,0.05882352941176471,0.8398197460057354,0.6697848456501403,0.7741755170486305,0.6252804371439525,0.10989010989010989,0.7175025588536336,0.5964368706429125,0.6540767386091128
nb,word,True,0.5,1,"(1, 1)",new,lemma,0.5,0.7512240486223528,0.05882352941176471,0.8398197460057354,0.6697848456501403,0.7741755170486305,0.6252804371439525,0.10989010989010989,0.7175025588536336,0.5964368706429125,0.6540767386091128
nb,word,True,1.0,1,"(1, 1)",new,lemma,0.5,0.7512240486223528,0.05882352941176471,0.8398197460057354,0.6697848456501403,0.7741755170486305,0.6252804371439525,0.10989010989010989,0.7175025588536336,0.5964368706429125,0.6540767386091128
nb,word,True,0.25,1,"(1, 2)",new,stem,0.001,0.7511803430295266,0.360655737704918,0.8167174575533305,0.6781708369283864,0.7562884292901062,0.6462894060278066,0.32558139534883723,0.71953166577967,0.6144578313253012,0.6624700239808153
nb,word,True,0.5,1,"(1, 2)",new,stem,0.001,0.7511803430295266,0.360655737704918,0.8167174575533305,0.6781708369283864,0.7562884292901062,0.6462894060278066,0.32558139534883723,0.71953166577967,0.6144578313253012,0.6624700239808153
nb,word,True,1.0,1,"(1, 2)",new,stem,0.001,0.7511803430295266,0.360655737704918,0.8167174575533305,0.6781708369283864,0.7562884292901062,0.6462894060278066,0.32558139534883723,0.71953166577967,0.6144578313253012,0.6624700239808153
nb,word,True,0.25,10,"(1, 2)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,0.25,10,"(1, 3)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,0.5,10,"(1, 2)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,0.5,10,"(1, 3)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,1.0,10,"(1, 2)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,1.0,10,"(1, 3)",new,stem,0.25,0.7506063030302943,0.05,0.8437626160678241,0.6620959843290891,0.7741755170486305,0.5972020910204378,0.08421052631578947,0.7062344139650872,0.5533980582524273,0.63189448441247
nb,word,True,0.25,10,"(1, 2)",new,lemma,0.0,0.7496603116692608,0.18823529411764706,0.8426559356136821,0.6468253968253969,0.771939631078815,0.5937269294176859,0.10309278350515463,0.7051218299353554,0.5456026058631922,0.6288968824940048
nb,word,True,0.25,10,"(1, 2)",new,lemma,0.001,0.7496603116692608,0.18823529411764706,0.8426559356136821,0.6468253968253969,0.771939631078815,0.5937269294176859,0.10309278350515463,0.7051218299353554,0.5456026058631922,0.6288968824940048
