model,analyzer,lowercase,max_df,min_df,ngram_range,type,C,class_weight,penalty,solver,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
logreg,word,True,0.25,1,"(1, 2)",stem,0.5,balanced,l2,lbfgs,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,0.25,1,"(1, 2)",stem,0.5,balanced,l2,newton-cg,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,0.5,1,"(1, 2)",stem,0.5,balanced,l2,lbfgs,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,0.5,1,"(1, 2)",stem,0.5,balanced,l2,newton-cg,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,1.0,1,"(1, 2)",stem,0.5,balanced,l2,lbfgs,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,1.0,1,"(1, 2)",stem,0.5,balanced,l2,newton-cg,0.8167878036354305,0.5561497326203207,0.8833254605573926,0.7157738095238094,0.8249327956989247,0.7671924764578144,0.5594059405940593,0.8477535301668807,0.6710923355461678,0.7790463398253862
logreg,word,True,0.25,1,"(1, 2)",stem,1.0,balanced,l2,lbfgs,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,0.25,1,"(1, 2)",stem,1.0,balanced,l2,newton-cg,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,0.5,1,"(1, 2)",stem,1.0,balanced,l2,lbfgs,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,0.5,1,"(1, 2)",stem,1.0,balanced,l2,newton-cg,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,1.0,1,"(1, 2)",stem,1.0,balanced,l2,lbfgs,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,1.0,1,"(1, 2)",stem,1.0,balanced,l2,newton-cg,0.8141867238782168,0.5606469002695418,0.8821310702498822,0.7079910380881255,0.8229166666666666,0.7684303812289215,0.5628140703517588,0.8473792394655704,0.674669867947179,0.7800537273337811
logreg,word,True,0.25,1,"(1, 1)",original,1.0,balanced,l2,lbfgs,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,0.25,1,"(1, 1)",original,1.0,balanced,l2,newton-cg,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,0.5,1,"(1, 1)",original,1.0,balanced,l2,lbfgs,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,0.5,1,"(1, 1)",original,1.0,balanced,l2,newton-cg,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,1.0,1,"(1, 1)",original,1.0,balanced,l2,lbfgs,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,1.0,1,"(1, 1)",original,1.0,balanced,l2,newton-cg,0.8125723709198642,0.5475638051044084,0.8789410348977136,0.7130307467057102,0.8168682795698925,0.7566344394402541,0.4874715261958998,0.8429018789144049,0.6635014836795253,0.7659503022162525
logreg,word,True,0.25,1,"(1, 2)",lemma,0.5,balanced,l2,lbfgs,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,0.25,1,"(1, 2)",lemma,0.5,balanced,l2,newton-cg,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,0.5,1,"(1, 2)",lemma,0.5,balanced,l2,lbfgs,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,0.5,1,"(1, 2)",lemma,0.5,balanced,l2,newton-cg,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,1.0,1,"(1, 2)",lemma,0.5,balanced,l2,lbfgs,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,1.0,1,"(1, 2)",lemma,0.5,balanced,l2,newton-cg,0.8124587538342732,0.5636856368563686,0.8824771287825476,0.7000000000000001,0.822244623655914,0.759563329755522,0.5414634146341464,0.8439897698209718,0.6589242053789731,0.7723304231027536
logreg,word,True,0.25,1,"(1, 3)",stem,0.5,balanced,l2,lbfgs,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,0.25,1,"(1, 3)",stem,0.5,balanced,l2,newton-cg,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,0.5,1,"(1, 3)",stem,0.5,balanced,l2,lbfgs,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,0.5,1,"(1, 3)",stem,0.5,balanced,l2,newton-cg,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,1.0,1,"(1, 3)",stem,0.5,balanced,l2,lbfgs,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,1.0,1,"(1, 3)",stem,0.5,balanced,l2,newton-cg,0.8122210820056759,0.5380434782608695,0.8816345702207609,0.7073906485671192,0.8215725806451613,0.7627267992688742,0.5544554455445545,0.8456616329664703,0.662613981762918,0.7753525856279382
logreg,word,True,0.25,1,"(1, 3)",stem,1.0,balanced,l2,lbfgs,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,0.25,1,"(1, 3)",stem,1.0,balanced,l2,newton-cg,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,0.5,1,"(1, 3)",stem,1.0,balanced,l2,lbfgs,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,0.5,1,"(1, 3)",stem,1.0,balanced,l2,newton-cg,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,1.0,1,"(1, 3)",stem,1.0,balanced,l2,lbfgs,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,1.0,1,"(1, 3)",stem,1.0,balanced,l2,newton-cg,0.8107587497819683,0.547945205479452,0.8804500703234881,0.7024981074943224,0.8205645161290323,0.7675185678762818,0.556390977443609,0.8477535301668807,0.6726835138387485,0.7793821356615178
logreg,word,True,0.25,1,"(1, 2)",stem,1.5,balanced,l2,lbfgs,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,0.25,1,"(1, 2)",stem,1.5,balanced,l2,newton-cg,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,0.5,1,"(1, 2)",stem,1.5,balanced,l2,lbfgs,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,0.5,1,"(1, 2)",stem,1.5,balanced,l2,newton-cg,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,1.0,1,"(1, 2)",stem,1.5,balanced,l2,lbfgs,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,1.0,1,"(1, 2)",stem,1.5,balanced,l2,newton-cg,0.8106556812531928,0.5604395604395604,0.8792657095787244,0.7020164301717698,0.8198924731182796,0.7657011062035952,0.5518987341772152,0.8454615582411931,0.6722488038277512,0.777367360644728
logreg,word,True,0.25,1,"(1, 1)",original,0.5,balanced,l2,lbfgs,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,0.25,1,"(1, 1)",original,0.5,balanced,l2,newton-cg,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,0.5,1,"(1, 1)",original,0.5,balanced,l2,lbfgs,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,0.5,1,"(1, 1)",original,0.5,balanced,l2,newton-cg,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,1.0,1,"(1, 1)",original,0.5,balanced,l2,lbfgs,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,1.0,1,"(1, 1)",original,0.5,balanced,l2,newton-cg,0.8103350334981033,0.5327313769751693,0.8774131274131274,0.712087912087912,0.8138440860215054,0.7596280011804101,0.5333333333333334,0.8433922996878253,0.6618531889290012,0.7693082605775688
logreg,word,True,0.25,1,"(1, 1)",original,1.5,balanced,l2,lbfgs,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,0.25,1,"(1, 1)",original,1.5,balanced,l2,newton-cg,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,0.5,1,"(1, 1)",original,1.5,balanced,l2,lbfgs,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,0.5,1,"(1, 1)",original,1.5,balanced,l2,newton-cg,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,1.0,1,"(1, 1)",original,1.5,balanced,l2,lbfgs,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,1.0,1,"(1, 1)",original,1.5,balanced,l2,newton-cg,0.8100908261432945,0.5552941176470589,0.8768638768638769,0.7070854638422205,0.8148521505376344,0.7511327193787938,0.4851258581235698,0.8397703549060542,0.6532305868405454,0.7609133646742781
logreg,word,True,0.25,1,"(1, 2)",original,0.5,balanced,l2,lbfgs,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,0.25,1,"(1, 2)",original,0.5,balanced,l2,newton-cg,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,0.5,1,"(1, 2)",original,0.5,balanced,l2,lbfgs,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,0.5,1,"(1, 2)",original,0.5,balanced,l2,newton-cg,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,1.0,1,"(1, 2)",original,0.5,balanced,l2,lbfgs,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,1.0,1,"(1, 2)",original,0.5,balanced,l2,newton-cg,0.8098607588326616,0.5570291777188329,0.8810138465149026,0.69558599695586,0.8195564516129032,0.7582062998582736,0.5533980582524272,0.8425902226772459,0.6548564447159437,0.770987239758227
logreg,word,True,0.25,1,"(1, 3)",stem,1.5,balanced,l2,lbfgs,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,0.25,1,"(1, 3)",stem,1.5,balanced,l2,newton-cg,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,0.5,1,"(1, 3)",stem,1.5,balanced,l2,lbfgs,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,0.5,1,"(1, 3)",stem,1.5,balanced,l2,newton-cg,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,1.0,1,"(1, 3)",stem,1.5,balanced,l2,lbfgs,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,1.0,1,"(1, 3)",stem,1.5,balanced,l2,newton-cg,0.8097662792116772,0.5494505494505494,0.8794559099437148,0.7009063444108761,0.8195564516129032,0.7670872921998176,0.5482233502538071,0.8455200823892894,0.6769964243146603,0.7783747481531229
logreg,word,True,0.25,1,"(1, 1)",lemma,1.0,balanced,l2,lbfgs,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,0.25,1,"(1, 1)",lemma,1.0,balanced,l2,newton-cg,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,0.5,1,"(1, 1)",lemma,1.0,balanced,l2,lbfgs,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,0.5,1,"(1, 1)",lemma,1.0,balanced,l2,newton-cg,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,1.0,1,"(1, 1)",lemma,1.0,balanced,l2,lbfgs,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,1.0,1,"(1, 1)",lemma,1.0,balanced,l2,newton-cg,0.8088880780371691,0.535796766743649,0.8764478764478765,0.7083636363636363,0.8128360215053764,0.7617911610743168,0.5296803652968036,0.8442708333333334,0.6674612634088201,0.7713230355943587
logreg,word,True,0.25,1,"(1, 1)",stem,0.5,balanced,l2,lbfgs,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,0.25,1,"(1, 1)",stem,0.5,balanced,l2,newton-cg,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,0.5,1,"(1, 1)",stem,0.5,balanced,l2,lbfgs,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,0.5,1,"(1, 1)",stem,0.5,balanced,l2,newton-cg,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,1.0,1,"(1, 1)",stem,0.5,balanced,l2,lbfgs,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,1.0,1,"(1, 1)",stem,0.5,balanced,l2,newton-cg,0.8088405563564074,0.520971302428256,0.8748787584869059,0.7156363636363635,0.8111559139784946,0.7685803083538835,0.5491990846681922,0.8484216018784243,0.6761565836298932,0.7777031564808596
logreg,word,True,0.25,1,"(1, 2)",lemma,1.0,balanced,l2,lbfgs,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,0.25,1,"(1, 2)",lemma,1.0,balanced,l2,newton-cg,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,0.5,1,"(1, 2)",lemma,1.0,balanced,l2,lbfgs,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,0.5,1,"(1, 2)",lemma,1.0,balanced,l2,newton-cg,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,1.0,1,"(1, 2)",lemma,1.0,balanced,l2,lbfgs,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,1.0,1,"(1, 2)",lemma,1.0,balanced,l2,newton-cg,0.8085954201041018,0.5524861878453038,0.8813638486688463,0.6911314984709481,0.8195564516129032,0.7610866398259966,0.556390977443609,0.8431021243921168,0.6618181818181817,0.77367360644728
logreg,word,True,0.25,1,"(1, 1)",stem,1.0,balanced,l2,lbfgs,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,0.25,1,"(1, 1)",stem,1.0,balanced,l2,newton-cg,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,0.5,1,"(1, 1)",stem,1.0,balanced,l2,lbfgs,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,0.5,1,"(1, 1)",stem,1.0,balanced,l2,newton-cg,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,1.0,1,"(1, 1)",stem,1.0,balanced,l2,lbfgs,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,1.0,1,"(1, 1)",stem,1.0,balanced,l2,newton-cg,0.8082782871145907,0.5158371040723982,0.8743328481319748,0.7161383285302595,0.8108198924731183,0.7703863699059929,0.5458823529411765,0.8490073145245559,0.6811509101585438,0.7793821356615178
logreg,word,True,0.25,1,"(1, 1)",lemma,0.5,balanced,l2,lbfgs,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,0.25,1,"(1, 1)",lemma,0.5,balanced,l2,newton-cg,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,0.5,1,"(1, 1)",lemma,0.5,balanced,l2,lbfgs,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,0.5,1,"(1, 1)",lemma,0.5,balanced,l2,newton-cg,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,1.0,1,"(1, 1)",lemma,0.5,balanced,l2,lbfgs,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,1.0,1,"(1, 1)",lemma,0.5,balanced,l2,newton-cg,0.8072371868673519,0.527027027027027,0.8752714113389627,0.7072633895818048,0.8108198924731183,0.760759331703503,0.5270270270270271,0.8444559854583226,0.6646598434677905,0.7706514439220954
logreg,word,True,0.25,1,"(1, 2)",original,1.0,balanced,l2,lbfgs,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,0.25,1,"(1, 2)",original,1.0,balanced,l2,newton-cg,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,0.5,1,"(1, 2)",original,1.0,balanced,l2,lbfgs,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,0.5,1,"(1, 2)",original,1.0,balanced,l2,newton-cg,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,1.0,1,"(1, 2)",original,1.0,balanced,l2,lbfgs,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,1.0,1,"(1, 2)",original,1.0,balanced,l2,newton-cg,0.806923119192909,0.5439093484419264,0.8805031446540881,0.6891271056661562,0.8185483870967742,0.7618869708492912,0.5409429280397022,0.8428351309707243,0.6678722121760097,0.77367360644728
logreg,word,True,0.25,1,"(1, 2)",lemma,1.5,balanced,l2,lbfgs,0.8067406410611857,0.5423728813559322,0.88018648018648,0.6896024464831805,0.8182123655913979,0.7584257926695551,0.5404040404040404,0.8409731113956466,0.6610271903323263,0.770987239758227
logreg,word,True,0.25,1,"(1, 2)",lemma,1.5,balanced,l2,newton-cg,0.8067406410611857,0.5423728813559322,0.88018648018648,0.6896024464831805,0.8182123655913979,0.7584257926695551,0.5404040404040404,0.8409731113956466,0.6610271903323263,0.770987239758227
logreg,word,True,0.5,1,"(1, 2)",lemma,1.5,balanced,l2,lbfgs,0.8067406410611857,0.5423728813559322,0.88018648018648,0.6896024464831805,0.8182123655913979,0.7584257926695551,0.5404040404040404,0.8409731113956466,0.6610271903323263,0.770987239758227
logreg,word,True,0.5,1,"(1, 2)",lemma,1.5,balanced,l2,newton-cg,0.8067406410611857,0.5423728813559322,0.88018648018648,0.6896024464831805,0.8182123655913979,0.7584257926695551,0.5404040404040404,0.8409731113956466,0.6610271903323263,0.770987239758227
