model,analyzer,lowercase,max_df,min_df,ngram_range,type,class_weight,criterion,max_features,min_samples_leaf,min_samples_split,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
rf,word,True,1.0,1,"(1, 2)",stem,balanced,gini,auto,2,2,0.8023763043790523,0.4959677419354839,0.8637956935403105,0.7250341997264022,0.7990591397849462,0.7568605927802635,0.5131086142322099,0.8338727076591154,0.6744457409568262,0.7592343854936199
rf,word,True,1.0,1,"(1, 3)",stem,balanced,gini,sqrt,2,5,0.8022076943050828,0.4910891089108911,0.8646092583374813,0.7235829251224634,0.7990591397849462,0.7457234191228511,0.4861111111111111,0.8300459335314782,0.6539606908874329,0.7471457353928811
rf,word,True,0.25,1,"(1, 2)",lemma,balanced,gini,sqrt,2,10,0.8021706091320091,0.47126436781609193,0.8641114982578397,0.7294617563739377,0.7977150537634409,0.7487159335240555,0.4870466321243524,0.82907133243607,0.6642599277978339,0.7498321020819342
rf,word,True,0.25,1,"(1, 2)",stem,balanced_subsample,gini,sqrt,2,10,0.8021588986963785,0.47410358565737054,0.8639880209633143,0.7290367290367291,0.7983870967741935,0.7529976033187863,0.4817518248175182,0.8346709470304975,0.6682634730538923,0.7555406312961719
rf,word,True,0.5,1,"(1, 2)",stem,balanced_subsample,gini,sqrt,1,10,0.8020745176195154,0.5747800586510264,0.8716361038342464,0.6855524079320112,0.8104838709677419,0.71450571794856,0.34634974533106966,0.7898295915607249,0.6610778443113772,0.7098723975822699
rf,word,True,1.0,1,"(1, 1)",stem,balanced,gini,auto,2,2,0.801939552733501,0.4740740740740741,0.8596847991865786,0.7388362652232747,0.7946908602150538,0.7580056026532899,0.48474576271186437,0.8358372029500136,0.6803519061583577,0.7565480188045668
rf,word,True,1.0,1,"(1, 2)",stem,balanced_subsample,gini,sqrt,2,10,0.8019374507415624,0.4705882352941176,0.8621819098009574,0.7335164835164836,0.7960349462365591,0.7525280685057403,0.4819277108433735,0.835230352303523,0.6658753709198812,0.7528542646071189
rf,word,True,0.5,1,"(1, 3)",lemma,balanced,entropy,sqrt,2,2,0.8018674407442088,0.4761904761904762,0.8636476119772334,0.7282913165266106,0.7997311827956989,0.7416425517577373,0.5112781954887219,0.8252194732641659,0.645045045045045,0.7468099395567495
rf,word,True,0.25,1,"(1, 3)",lemma,balanced_subsample,gini,sqrt,2,2,0.8018571233339263,0.4816326530612245,0.8660251665433012,0.7210787792760824,0.8000672043010753,0.746955268719812,0.4870466321243524,0.830736163353036,0.6561933534743203,0.7488247145735393
rf,word,True,1.0,1,"(1, 3)",stem,balanced,entropy,sqrt,1,10,0.8018198709220737,0.5597667638483965,0.8710601719197708,0.6896551724137931,0.8098118279569892,0.7150876089263536,0.3583061889250814,0.7919935082499323,0.6565349544072949,0.7098723975822699
rf,word,True,1.0,1,"(1, 2)",stem,balanced_subsample,gini,auto,2,2,0.8017668345735409,0.4936708860759494,0.865081351689612,0.720161834120027,0.7993951612903226,0.759017128107081,0.49818181818181817,0.8353953738569122,0.6812796208530806,0.7605775688381464
rf,word,True,1.0,1,"(1, 2)",lemma,balanced_subsample,entropy,sqrt,2,5,0.8016665138336062,0.4636542239685658,0.8646766169154227,0.7280393534785664,0.7977150537634409,0.744453702967163,0.5018315018315018,0.8278447121820616,0.6507462686567165,0.748153122901276
rf,word,True,0.5,1,"(1, 2)",stem,balanced_subsample,entropy,auto,2,2,0.8015415806572439,0.496031746031746,0.8627352572145546,0.7245386192754614,0.7977150537634409,0.7499015363764608,0.4725457570715474,0.8293877551020408,0.6702380952380952,0.7484889187374076
rf,word,True,0.25,1,"(1, 2)",stem,balanced,entropy,auto,2,10,0.8015125294151143,0.47835051546391755,0.8613687641012786,0.7320703653585926,0.7980510752688172,0.7451354757333958,0.4548611111111111,0.8284632034632035,0.6615201900237531,0.7451309603760914
rf,word,True,0.5,1,"(1, 2)",stem,balanced_subsample,entropy,sqrt,2,2,0.8014901542631703,0.47563352826510724,0.8633416458852868,0.72778166550035,0.7973790322580645,0.7555807213729085,0.4964539007092199,0.8320301968185495,0.6773618538324421,0.7565480188045668
rf,word,True,0.5,1,"(1, 1)",lemma,balanced,gini,auto,1,10,0.8013619787632603,0.5441176470588236,0.8692936088419029,0.6960926193921853,0.8067876344086021,0.6945967426122336,0.32571428571428573,0.7667128987517337,0.6468806783767413,0.6816655473472129
rf,word,True,1.0,1,"(1, 2)",stem,balanced,gini,sqrt,1,10,0.8013607494389418,0.5025380710659898,0.8710298363811356,0.7018544935805991,0.8067876344086021,0.7073146621577285,0.34076433121019106,0.7837763770896137,0.6515783204288267,0.699798522498321
rf,word,True,0.5,1,"(1, 3)",stem,balanced_subsample,entropy,auto,2,5,0.801322501198311,0.4643584521384929,0.8663867621634972,0.7223796033994335,0.7990591397849462,0.7484108935102847,0.5044091710758378,0.8337336535895382,0.6516443361753957,0.7521826729348556
rf,word,True,1.0,1,"(1, 3)",stem,balanced,entropy,auto,2,10,0.8011987514481982,0.5112474437627811,0.8623715216846328,0.7204884667571234,0.7983870967741935,0.7517843728663476,0.49719626168224296,0.8337336535895382,0.6630824372759856,0.7555406312961719
rf,word,True,0.5,1,"(1, 2)",stem,balanced_subsample,gini,auto,1,5,0.8011349655087749,0.5415549597855228,0.8697107339230217,0.6948424068767908,0.8081317204301075,0.7405090879312255,0.46261682242990654,0.8278709677419356,0.6473079249848759,0.7515110812625924
rf,word,True,0.5,1,"(1, 3)",original,balanced_subsample,gini,sqrt,1,10,0.8011045744153515,0.5265957446808511,0.8748526985623379,0.6856714178544637,0.8104838709677419,0.7039966635606824,0.31626506024096385,0.7760532150776052,0.6603325415676959,0.6920752182672935
rf,word,True,0.5,1,"(1, 3)",stem,balanced_subsample,entropy,auto,2,2,0.8010494051413893,0.485207100591716,0.8636363636363635,0.7231089521165857,0.7973790322580645,0.7464896327590157,0.5047801147227534,0.8308181096108023,0.6509661835748792,0.7521826729348556
rf,word,True,1.0,1,"(1, 2)",stem,balanced,entropy,auto,2,2,0.8010194633750948,0.47600767754318607,0.8632158039509877,0.7262569832402236,0.7963709677419355,0.7505853509704346,0.4870848708487085,0.8319914117015567,0.6646919431279621,0.7531900604432505
rf,word,True,1.0,1,"(1, 3)",stem,balanced,entropy,auto,2,5,0.8009798538803233,0.486815415821501,0.8668316831683167,0.7145877378435518,0.7990591397849462,0.7578294973492317,0.49180327868852464,0.8389351976337726,0.6729857819905213,0.7599059771658832
rf,word,True,0.25,1,"(1, 2)",lemma,balanced,gini,auto,2,5,0.8008834324492309,0.4763948497854077,0.8663888207894093,0.7178393745557924,0.800739247311828,0.747814868169648,0.5090252707581228,0.8285484303729541,0.657910447761194,0.7508394895903291
rf,word,True,0.25,1,"(1, 2)",original,balanced,entropy,auto,2,10,0.800869735593003,0.49166666666666664,0.8652517275419547,0.7169014084507042,0.7997311827956989,0.7483507111858291,0.48576850094876656,0.8329787234042553,0.6566806470940683,0.7528542646071189
rf,word,True,0.25,1,"(1, 3)",stem,balanced_subsample,gini,auto,2,10,0.8008515457349914,0.4872298624754421,0.8616541353383459,0.7267721954576738,0.7967069892473119,0.7513581596591886,0.500907441016334,0.8335112059765208,0.6614363307181654,0.7548690396239086
rf,word,True,1.0,1,"(1, 2)",original,balanced_subsample,gini,auto,2,10,0.8008199821217484,0.49200000000000005,0.8649581074420897,0.7173601147776184,0.7990591397849462,0.7456698691068867,0.5018450184501845,0.8300584174190121,0.6504854368932039,0.7505036937541975
rf,word,True,1.0,1,"(1, 1)",stem,balanced_subsample,gini,sqrt,2,5,0.8007351548462331,0.4684014869888475,0.8572158365261813,0.741827885256838,0.793010752688172,0.754125539293946,0.5,0.8332878581173261,0.6701570680628274,0.7541974479516454
rf,word,True,0.5,1,"(1, 3)",original,balanced,gini,auto,2,5,0.800725165366397,0.44054580896686163,0.8657304754865731,0.7275362318840578,0.7970430107526881,0.7468712888331303,0.4944237918215613,0.8252609044688254,0.6638905413444379,0.7498321020819342
rf,word,True,0.25,1,"(1, 1)",stem,balanced_subsample,entropy,sqrt,2,2,0.8006926147686805,0.46601941747572817,0.8593233273976087,0.7370517928286853,0.7943548387096774,0.7580438518155361,0.4858156028368794,0.8366793271839392,0.6787807737397421,0.758226997985225
rf,word,True,0.25,1,"(1, 1)",lemma,balanced,gini,sqrt,2,10,0.8005992176044316,0.4554455445544555,0.8653223798854867,0.7244755244755245,0.7967069892473119,0.7505792182529086,0.47959183673469397,0.8301578660860098,0.6694214876033059,0.7498321020819342
rf,word,True,1.0,1,"(1, 3)",original,balanced_subsample,entropy,sqrt,2,5,0.8005702560526378,0.48510638297872344,0.8642097452386842,0.7199444058373871,0.7993951612903226,0.7443039401393458,0.4934086629001883,0.8284652150823154,0.6509945750452079,0.7491605104096709
rf,word,True,0.5,1,"(1, 2)",original,balanced_subsample,gini,sqrt,1,10,0.8003323762350916,0.5434173669467787,0.8715030820293979,0.6870007262164126,0.8091397849462365,0.6965246871953283,0.32664756446991405,0.7681603117172281,0.6498498498498498,0.683344526527871
rf,word,True,0.5,1,"(1, 3)",stem,balanced_subsample,gini,auto,1,10,0.8002676037998964,0.5828877005347594,0.8706609605325725,0.6793002915451896,0.8084677419354839,0.749774508170401,0.497716894977169,0.8337648886587261,0.6570048309178744,0.7599059771658832
rf,word,True,1.0,1,"(1, 2)",lemma,balanced_subsample,entropy,auto,2,2,0.8002609432357343,0.4814090019569471,0.8650931677018634,0.7175141242937852,0.7970430107526881,0.755542688309295,0.5201465201465201,0.8345784418356457,0.6678700361010831,0.7592343854936199
rf,word,True,0.5,1,"(1, 3)",stem,balanced_subsample,entropy,auto,2,10,0.8002053892178733,0.4968684759916493,0.8632309217046581,0.7181628392484343,0.7987231182795699,0.7522428217918309,0.4807339449541285,0.8353690918746681,0.6650455927051672,0.7558764271323035
rf,word,True,0.5,1,"(1, 3)",original,balanced,gini,auto,2,2,0.8001689175389576,0.49492900608519275,0.8618290258449304,0.7219512195121952,0.7977150537634409,0.7559616180053846,0.49168207024029575,0.8368983957219251,0.671044776119403,0.7588985896574882
rf,word,True,0.5,1,"(1, 2)",original,balanced,gini,auto,1,10,0.8001500176157309,0.5304878048780488,0.874446773817843,0.6821938392186326,0.8125,0.706726388349441,0.3368421052631579,0.7779928117224219,0.6606929510155317,0.6957689724647415
rf,word,True,0.5,1,"(1, 3)",stem,balanced,gini,sqrt,2,2,0.8001263682383047,0.4703703703703704,0.8635458167330677,0.7234957020057307,0.7950268817204301,0.7498610290721446,0.48872180451127817,0.8316725020199299,0.662770309760374,0.7525184687709873
rf,word,True,1.0,1,"(1, 1)",original,balanced_subsample,gini,auto,2,10,0.8000294533864901,0.4543689320388349,0.8589388986673373,0.7383561643835616,0.7943548387096774,0.7499124348898096,0.5063291139240507,0.8327097808658471,0.6574352799518363,0.7535258562793822
rf,word,True,0.5,1,"(1, 3)",stem,balanced_subsample,entropy,sqrt,2,2,0.7999441154148356,0.4581673306772908,0.8627256987385604,0.7277896233120114,0.7967069892473119,0.7525927000186614,0.5100182149362478,0.8319440709868243,0.6658767772511849,0.7552048354600402
rf,word,True,1.0,1,"(1, 2)",stem,balanced_subsample,gini,auto,2,10,0.7999370337043169,0.48854961832061067,0.8584428715874621,0.7309782608695653,0.7943548387096774,0.7574864331199578,0.4935064935064935,0.8354908306364616,0.6775892334698654,0.7592343854936199
rf,word,True,0.25,1,"(1, 2)",stem,balanced,entropy,auto,2,5,0.7999106425545432,0.5061728395061729,0.8621466099574681,0.717494894486045,0.7973790322580645,0.7525998319215423,0.48363636363636364,0.8340059187516815,0.6678507992895204,0.7545332437877771
rf,word,True,0.25,1,"(1, 1)",lemma,balanced,gini,auto,2,5,0.7998363181243691,0.47177419354838707,0.8617926890335502,0.7264021887824897,0.7960349462365591,0.7478198851068505,0.4595041322314049,0.8278867102396514,0.669446098868374,0.7458025520483546
rf,word,True,0.5,1,"(1, 1)",lemma,balanced,entropy,sqrt,1,10,0.7998316730508626,0.5824742268041238,0.8706669854171647,0.6777697320782041,0.8071236559139785,0.6917379230676801,0.3290414878397711,0.76697956929873,0.6373088685015291,0.6799865681665548
rf,word,True,0.25,1,"(1, 2)",lemma,balanced_subsample,gini,auto,2,10,0.7997914896629535,0.47920792079207924,0.8621031746031745,0.7236749116607774,0.7967069892473119,0.7519896111407877,0.5185185185185185,0.8315086782376502,0.6630760023937761,0.7558764271323035
rf,word,True,0.25,1,"(1, 2)",original,balanced_subsample,gini,auto,1,10,0.7997558175930778,0.5300546448087431,0.872148288973384,0.6865021770682148,0.8081317204301075,0.708500649400792,0.3181148748159058,0.7814238042269188,0.6638905413444379,0.6954331766286098
rf,word,True,1.0,1,"(1, 2)",lemma,balanced_subsample,entropy,auto,2,10,0.7997410541716189,0.4480651731160896,0.8659079663532906,0.7216349541930938,0.7970430107526881,0.7534973244390871,0.49814126394052044,0.8328445747800587,0.6694661067786443,0.7568838146406984
rf,word,True,1.0,1,"(1, 3)",lemma,balanced_subsample,gini,sqrt,2,5,0.7997356659272555,0.46530612244897956,0.8642097452386842,0.7216349541930938,0.7973790322580645,0.7402949744873142,0.4923076923076923,0.8265117507261686,0.6428138265615524,0.7464741437206178
rf,word,True,1.0,1,"(1, 2)",lemma,balanced,gini,auto,1,10,0.7997162309207747,0.5393258426966292,0.8730533270410571,0.6818851251840943,0.8094758064516129,0.7415638611089942,0.4672897196261682,0.8252980819077241,0.6538922155688622,0.7515110812625924
rf,word,True,0.5,1,"(1, 2)",stem,balanced,entropy,auto,2,5,0.799706196919255,0.4633204633204633,0.8608040201005026,0.7303988995873453,0.7943548387096774,0.7547068139036707,0.49056603773584906,0.8315217391304349,0.67690490253987,0.7541974479516454
rf,word,True,0.25,1,"(1, 3)",stem,balanced,gini,auto,2,10,0.7996754455682069,0.5021645021645021,0.8613836477987421,0.7194719471947196,0.7973790322580645,0.7498345949131064,0.47440273037542663,0.8347778981581798,0.6603098927294397,0.7501678979180658
rf,word,True,1.0,1,"(1, 3)",lemma,balanced_subsample,gini,auto,1,10,0.7996277814834736,0.5291005291005291,0.8736817436137803,0.6824789594491201,0.8098118279569892,0.7131286665730272,0.36526946107784425,0.7801497088993625,0.6698393813206425,0.7024848891873741
