model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,C,class_weight,gamma,kernel,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
svm,word,True,0.5,1,"(1, 3)",new,stem,1.5,balanced,scale,sigmoid,0.7037474645880479,0.5800000000000001,0.6529209621993127,0.7668997668997669,0.7036585365853658,0.6955267889486972,0.5633802816901408,0.6213592233009708,0.7615571776155717,0.687741935483871
svm,word,True,1.0,1,"(1, 3)",new,stem,1.5,balanced,scale,sigmoid,0.7037474645880479,0.5800000000000001,0.6529209621993127,0.7668997668997669,0.7036585365853658,0.6955267889486972,0.5633802816901408,0.6213592233009708,0.7615571776155717,0.687741935483871
svm,word,True,0.25,1,"(1, 1)",new,stem,5.0,,scale,rbf,0.7034974911988193,0.5802469135802469,0.6479338842975206,0.7697594501718213,0.7060975609756097,0.6766451612903226,0.4533333333333333,0.5980952380952381,0.7657142857142857,0.6787096774193548
svm,word,True,0.5,1,"(1, 1)",new,stem,5.0,,scale,rbf,0.7034974911988193,0.5802469135802469,0.6479338842975206,0.7697594501718213,0.7060975609756097,0.6766451612903226,0.4533333333333333,0.5980952380952381,0.7657142857142857,0.6787096774193548
svm,word,True,1.0,1,"(1, 1)",new,stem,5.0,,scale,rbf,0.7034974911988193,0.5802469135802469,0.6479338842975206,0.7697594501718213,0.7060975609756097,0.6766451612903226,0.4533333333333333,0.5980952380952381,0.7657142857142857,0.6787096774193548
svm,word,True,0.25,1,"(1, 1)",new,stem,5.0,balanced,scale,rbf,0.70344971029076,0.5766871165644173,0.6490066225165563,0.7697594501718213,0.7060975609756097,0.6758391265858043,0.4473684210526316,0.5984848484848484,0.7655172413793104,0.6774193548387096
svm,word,True,0.5,1,"(1, 1)",new,stem,5.0,balanced,scale,rbf,0.70344971029076,0.5766871165644173,0.6490066225165563,0.7697594501718213,0.7060975609756097,0.6758391265858043,0.4473684210526316,0.5984848484848484,0.7655172413793104,0.6774193548387096
svm,word,True,1.0,1,"(1, 1)",new,stem,5.0,balanced,scale,rbf,0.70344971029076,0.5766871165644173,0.6490066225165563,0.7697594501718213,0.7060975609756097,0.6758391265858043,0.4473684210526316,0.5984848484848484,0.7655172413793104,0.6774193548387096
svm,word,True,0.25,1,"(1, 2)",new,stem,1.5,,scale,sigmoid,0.7032325975246115,0.6077348066298344,0.6350877192982456,0.7716535433070867,0.7060975609756097,0.6863260544982586,0.49079754601227,0.5856573705179282,0.7796610169491525,0.6864516129032258
svm,word,True,0.5,1,"(1, 2)",new,stem,1.5,,scale,sigmoid,0.7032325975246115,0.6077348066298344,0.6350877192982456,0.7716535433070867,0.7060975609756097,0.6863260544982586,0.49079754601227,0.5856573705179282,0.7796610169491525,0.6864516129032258
svm,word,True,1.0,1,"(1, 2)",new,stem,1.5,,scale,sigmoid,0.7032325975246115,0.6077348066298344,0.6350877192982456,0.7716535433070867,0.7060975609756097,0.6863260544982586,0.49079754601227,0.5856573705179282,0.7796610169491525,0.6864516129032258
svm,word,True,0.25,1,"(1, 2)",new,stem,1.5,balanced,scale,sigmoid,0.7031702912188101,0.5779816513761468,0.6528497409326426,0.7663107947805458,0.7012195121951219,0.6979051110582919,0.5622119815668203,0.623076923076923,0.7650676506765068,0.6890322580645162
svm,word,True,0.5,1,"(1, 2)",new,stem,1.5,balanced,scale,sigmoid,0.7031702912188101,0.5779816513761468,0.6528497409326426,0.7663107947805458,0.7012195121951219,0.6979051110582919,0.5622119815668203,0.623076923076923,0.7650676506765068,0.6890322580645162
svm,word,True,1.0,1,"(1, 2)",new,stem,1.5,balanced,scale,sigmoid,0.7031702912188101,0.5779816513761468,0.6528497409326426,0.7663107947805458,0.7012195121951219,0.6979051110582919,0.5622119815668203,0.623076923076923,0.7650676506765068,0.6890322580645162
svm,word,True,0.25,1,"(1, 2)",new,stem,1.0,balanced,scale,sigmoid,0.702216245241885,0.5650224215246636,0.6612111292962357,0.7617866004962779,0.697560975609756,0.7064859209492689,0.5882352941176471,0.6465028355387523,0.7625000000000001,0.6980645161290323
svm,word,True,0.5,1,"(1, 2)",new,stem,1.0,balanced,scale,sigmoid,0.702216245241885,0.5650224215246636,0.6612111292962357,0.7617866004962779,0.697560975609756,0.7064859209492689,0.5882352941176471,0.6465028355387523,0.7625000000000001,0.6980645161290323
svm,word,True,1.0,1,"(1, 2)",new,stem,1.0,balanced,scale,sigmoid,0.702216245241885,0.5650224215246636,0.6612111292962357,0.7617866004962779,0.697560975609756,0.7064859209492689,0.5882352941176471,0.6465028355387523,0.7625000000000001,0.6980645161290323
svm,word,True,0.25,1,"(1, 2)",new,lemma,1.5,,scale,sigmoid,0.7019176758364826,0.6187845303867403,0.6211849192100538,0.7760532150776054,0.7060975609756097,0.6718910614113494,0.49696969696969695,0.5692007797270956,0.7614678899082569,0.6696774193548387
svm,word,True,0.5,1,"(1, 2)",new,lemma,1.5,,scale,sigmoid,0.7019176758364826,0.6187845303867403,0.6211849192100538,0.7760532150776054,0.7060975609756097,0.6718910614113494,0.49696969696969695,0.5692007797270956,0.7614678899082569,0.6696774193548387
svm,word,True,1.0,1,"(1, 2)",new,lemma,1.5,,scale,sigmoid,0.7019176758364826,0.6187845303867403,0.6211849192100538,0.7760532150776054,0.7060975609756097,0.6718910614113494,0.49696969696969695,0.5692007797270956,0.7614678899082569,0.6696774193548387
svm,word,True,0.25,1,"(1, 2)",new,original,1.0,balanced,scale,sigmoid,0.7015608706210966,0.5676855895196506,0.6556836902800658,0.7636815920398009,0.6963414634146341,0.6826438679473317,0.5739910313901345,0.6106870229007635,0.742216687422167,0.6735483870967742
svm,word,True,0.5,1,"(1, 2)",new,original,1.0,balanced,scale,sigmoid,0.7015608706210966,0.5676855895196506,0.6556836902800658,0.7636815920398009,0.6963414634146341,0.6826438679473317,0.5739910313901345,0.6106870229007635,0.742216687422167,0.6735483870967742
svm,word,True,1.0,1,"(1, 2)",new,original,1.0,balanced,scale,sigmoid,0.7015608706210966,0.5676855895196506,0.6556836902800658,0.7636815920398009,0.6963414634146341,0.6826438679473317,0.5739910313901345,0.6106870229007635,0.742216687422167,0.6735483870967742
svm,word,True,0.25,1,"(1, 1)",new,original,1.0,balanced,scale,rbf,0.7015505066721133,0.574712643678161,0.6714697406340057,0.7512953367875648,0.698780487804878,0.6637453853053357,0.4938271604938272,0.6047297297297297,0.7311557788944724,0.6580645161290323
svm,word,True,0.5,1,"(1, 1)",new,original,1.0,balanced,scale,rbf,0.7015505066721133,0.574712643678161,0.6714697406340057,0.7512953367875648,0.698780487804878,0.6637453853053357,0.4938271604938272,0.6047297297297297,0.7311557788944724,0.6580645161290323
svm,word,True,1.0,1,"(1, 1)",new,original,1.0,balanced,scale,rbf,0.7015505066721133,0.574712643678161,0.6714697406340057,0.7512953367875648,0.698780487804878,0.6637453853053357,0.4938271604938272,0.6047297297297297,0.7311557788944724,0.6580645161290323
svm,word,True,0.25,1,"(1, 2)",new,lemma,1.5,balanced,scale,sigmoid,0.7012387450552777,0.5953488372093024,0.634315424610052,0.7712264150943395,0.7,0.6972772949946331,0.5714285714285714,0.6198830409356726,0.7634146341463415,0.6890322580645162
svm,word,True,0.5,1,"(1, 2)",new,lemma,1.5,balanced,scale,sigmoid,0.7012387450552777,0.5953488372093024,0.634315424610052,0.7712264150943395,0.7,0.6972772949946331,0.5714285714285714,0.6198830409356726,0.7634146341463415,0.6890322580645162
svm,word,True,1.0,1,"(1, 2)",new,lemma,1.5,balanced,scale,sigmoid,0.7012387450552777,0.5953488372093024,0.634315424610052,0.7712264150943395,0.7,0.6972772949946331,0.5714285714285714,0.6198830409356726,0.7634146341463415,0.6890322580645162
svm,word,True,0.25,1,"(1, 2)",new,stem,5.0,balanced,scale,sigmoid,0.7010716186760322,0.5812807881773399,0.6345811051693404,0.7739726027397259,0.7024390243902439,0.6500008970156977,0.4727272727272727,0.5499999999999999,0.7388235294117648,0.6425806451612903
svm,word,True,0.5,1,"(1, 2)",new,stem,5.0,balanced,scale,sigmoid,0.7010716186760322,0.5812807881773399,0.6345811051693404,0.7739726027397259,0.7024390243902439,0.6500008970156977,0.4727272727272727,0.5499999999999999,0.7388235294117648,0.6425806451612903
svm,word,True,1.0,1,"(1, 2)",new,stem,5.0,balanced,scale,sigmoid,0.7010716186760322,0.5812807881773399,0.6345811051693404,0.7739726027397259,0.7024390243902439,0.6500008970156977,0.4727272727272727,0.5499999999999999,0.7388235294117648,0.6425806451612903
svm,word,True,0.25,1,"(1, 3)",new,stem,1.0,balanced,scale,sigmoid,0.7009404482475824,0.580952380952381,0.6591276252019387,0.7570900123304563,0.697560975609756,0.6899411581987787,0.5650224215246636,0.618867924528302,0.7528230865746549,0.68
svm,word,True,0.5,1,"(1, 3)",new,stem,1.0,balanced,scale,sigmoid,0.7009404482475824,0.580952380952381,0.6591276252019387,0.7570900123304563,0.697560975609756,0.6899411581987787,0.5650224215246636,0.618867924528302,0.7528230865746549,0.68
svm,word,True,1.0,1,"(1, 3)",new,stem,1.0,balanced,scale,sigmoid,0.7009404482475824,0.580952380952381,0.6591276252019387,0.7570900123304563,0.697560975609756,0.6899411581987787,0.5650224215246636,0.618867924528302,0.7528230865746549,0.68
svm,word,True,0.25,1,"(1, 1)",new,stem,1.0,balanced,scale,rbf,0.7005507453690254,0.576271186440678,0.6714697406340057,0.7490247074122237,0.697560975609756,0.6678597869433678,0.49397590361445776,0.608843537414966,0.7361809045226131,0.6619354838709678
svm,word,True,0.5,1,"(1, 1)",new,stem,1.0,balanced,scale,rbf,0.7005507453690254,0.576271186440678,0.6714697406340057,0.7490247074122237,0.697560975609756,0.6678597869433678,0.49397590361445776,0.608843537414966,0.7361809045226131,0.6619354838709678
svm,word,True,1.0,1,"(1, 1)",new,stem,1.0,balanced,scale,rbf,0.7005507453690254,0.576271186440678,0.6714697406340057,0.7490247074122237,0.697560975609756,0.6678597869433678,0.49397590361445776,0.608843537414966,0.7361809045226131,0.6619354838709678
svm,word,True,0.25,1,"(1, 2)",new,original,1.5,,scale,sigmoid,0.6997597396105335,0.6187845303867403,0.617857142857143,0.7741935483870966,0.7036585365853658,0.6694340921191879,0.5,0.5646123260437375,0.7587768969422425,0.6683870967741935
svm,word,True,0.5,1,"(1, 2)",new,original,1.5,,scale,sigmoid,0.6997597396105335,0.6187845303867403,0.617857142857143,0.7741935483870966,0.7036585365853658,0.6694340921191879,0.5,0.5646123260437375,0.7587768969422425,0.6683870967741935
svm,word,True,1.0,1,"(1, 2)",new,original,1.5,,scale,sigmoid,0.6997597396105335,0.6187845303867403,0.617857142857143,0.7741935483870966,0.7036585365853658,0.6694340921191879,0.5,0.5646123260437375,0.7587768969422425,0.6683870967741935
svm,word,True,0.25,1,"(1, 1)",new,lemma,1.5,balanced,scale,rbf,0.6992040363665979,0.5562130177514792,0.6539074960127592,0.7630331753554501,0.7,0.6724077548864056,0.445859872611465,0.606822262118492,0.7559808612440192,0.6709677419354839
svm,word,True,0.5,1,"(1, 1)",new,lemma,1.5,balanced,scale,rbf,0.6992040363665979,0.5562130177514792,0.6539074960127592,0.7630331753554501,0.7,0.6724077548864056,0.445859872611465,0.606822262118492,0.7559808612440192,0.6709677419354839
svm,word,True,1.0,1,"(1, 1)",new,lemma,1.5,balanced,scale,rbf,0.6992040363665979,0.5562130177514792,0.6539074960127592,0.7630331753554501,0.7,0.6724077548864056,0.445859872611465,0.606822262118492,0.7559808612440192,0.6709677419354839
svm,word,True,0.25,1,"(1, 1)",new,original,1.5,balanced,scale,rbf,0.6980309797822885,0.562874251497006,0.6496815286624203,0.762130177514793,0.698780487804878,0.6777787361358696,0.4779874213836478,0.606822262118492,0.7577937649880095,0.6748387096774193
svm,word,True,0.5,1,"(1, 1)",new,original,1.5,balanced,scale,rbf,0.6980309797822885,0.562874251497006,0.6496815286624203,0.762130177514793,0.698780487804878,0.6777787361358696,0.4779874213836478,0.606822262118492,0.7577937649880095,0.6748387096774193
svm,word,True,1.0,1,"(1, 1)",new,original,1.5,balanced,scale,rbf,0.6980309797822885,0.562874251497006,0.6496815286624203,0.762130177514793,0.698780487804878,0.6777787361358696,0.4779874213836478,0.606822262118492,0.7577937649880095,0.6748387096774193
svm,word,True,0.25,1,"(1, 3)",new,stem,1.5,,scale,sigmoid,0.69731808819546,0.6077348066298344,0.6225402504472272,0.7688888888888888,0.7012195121951219,0.6758695669093271,0.5061728395061729,0.563894523326572,0.7687150837988826,0.6761290322580645
svm,word,True,0.5,1,"(1, 3)",new,stem,1.5,,scale,sigmoid,0.69731808819546,0.6077348066298344,0.6225402504472272,0.7688888888888888,0.7012195121951219,0.6758695669093271,0.5061728395061729,0.563894523326572,0.7687150837988826,0.6761290322580645
svm,word,True,1.0,1,"(1, 3)",new,stem,1.5,,scale,sigmoid,0.69731808819546,0.6077348066298344,0.6225402504472272,0.7688888888888888,0.7012195121951219,0.6758695669093271,0.5061728395061729,0.563894523326572,0.7687150837988826,0.6761290322580645
svm,word,True,0.25,1,"(1, 1)",new,original,1.5,,scale,sigmoid,0.6971058468660358,0.5745856353591161,0.6360544217687075,0.7669345579793341,0.698780487804878,0.6752272602464342,0.4470588235294118,0.6046511627906977,0.7615740740740742,0.6748387096774193
svm,word,True,0.5,1,"(1, 1)",new,original,1.5,,scale,sigmoid,0.6971058468660358,0.5745856353591161,0.6360544217687075,0.7669345579793341,0.698780487804878,0.6752272602464342,0.4470588235294118,0.6046511627906977,0.7615740740740742,0.6748387096774193
svm,word,True,1.0,1,"(1, 1)",new,original,1.5,,scale,sigmoid,0.6971058468660358,0.5745856353591161,0.6360544217687075,0.7669345579793341,0.698780487804878,0.6752272602464342,0.4470588235294118,0.6046511627906977,0.7615740740740742,0.6748387096774193
svm,word,True,0.25,1,"(1, 3)",new,stem,5.0,balanced,scale,sigmoid,0.6970723939783957,0.5948717948717948,0.6234234234234235,0.7707865168539326,0.7,0.6479532089154091,0.4774774774774775,0.5355648535564853,0.7411764705882353,0.64
svm,word,True,0.5,1,"(1, 3)",new,stem,5.0,balanced,scale,sigmoid,0.6970723939783957,0.5948717948717948,0.6234234234234235,0.7707865168539326,0.7,0.6479532089154091,0.4774774774774775,0.5355648535564853,0.7411764705882353,0.64
svm,word,True,1.0,1,"(1, 3)",new,stem,5.0,balanced,scale,sigmoid,0.6970723939783957,0.5948717948717948,0.6234234234234235,0.7707865168539326,0.7,0.6479532089154091,0.4774774774774775,0.5355648535564853,0.7411764705882353,0.64
svm,word,True,0.25,1,"(1, 2)",new,stem,5.0,,scale,sigmoid,0.6970454362750615,0.5756097560975609,0.6270270270270271,0.7727272727272727,0.698780487804878,0.6588458459401275,0.5074626865671642,0.5458333333333333,0.7479861910241657,0.6541935483870968
svm,word,True,0.5,1,"(1, 2)",new,stem,5.0,,scale,sigmoid,0.6970454362750615,0.5756097560975609,0.6270270270270271,0.7727272727272727,0.698780487804878,0.6588458459401275,0.5074626865671642,0.5458333333333333,0.7479861910241657,0.6541935483870968
svm,word,True,1.0,1,"(1, 2)",new,stem,5.0,,scale,sigmoid,0.6970454362750615,0.5756097560975609,0.6270270270270271,0.7727272727272727,0.698780487804878,0.6588458459401275,0.5074626865671642,0.5458333333333333,0.7479861910241657,0.6541935483870968
svm,word,True,0.25,1,"(1, 3)",new,lemma,1.5,balanced,scale,sigmoid,0.6969125263950567,0.5825242718446602,0.6310344827586207,0.7681498829039811,0.6963414634146341,0.6901895160369252,0.5566037735849056,0.6132812500000001,0.757869249394673,0.6825806451612904
svm,word,True,0.5,1,"(1, 3)",new,lemma,1.5,balanced,scale,sigmoid,0.6969125263950567,0.5825242718446602,0.6310344827586207,0.7681498829039811,0.6963414634146341,0.6901895160369252,0.5566037735849056,0.6132812500000001,0.757869249394673,0.6825806451612904
svm,word,True,1.0,1,"(1, 3)",new,lemma,1.5,balanced,scale,sigmoid,0.6969125263950567,0.5825242718446602,0.6310344827586207,0.7681498829039811,0.6963414634146341,0.6901895160369252,0.5566037735849056,0.6132812500000001,0.757869249394673,0.6825806451612904
svm,word,True,0.25,1,"(1, 1)",new,stem,1.5,,scale,rbf,0.6966337414331574,0.5660377358490566,0.6411960132890366,0.7645051194539249,0.7,0.6722800104928593,0.42176870748299317,0.5954198473282442,0.7667804323094425,0.6761290322580645
svm,word,True,0.5,1,"(1, 1)",new,stem,1.5,,scale,rbf,0.6966337414331574,0.5660377358490566,0.6411960132890366,0.7645051194539249,0.7,0.6722800104928593,0.42176870748299317,0.5954198473282442,0.7667804323094425,0.6761290322580645
svm,word,True,1.0,1,"(1, 1)",new,stem,1.5,,scale,rbf,0.6966337414331574,0.5660377358490566,0.6411960132890366,0.7645051194539249,0.7,0.6722800104928593,0.42176870748299317,0.5954198473282442,0.7667804323094425,0.6761290322580645
svm,word,True,0.25,1,"(1, 3)",new,original,1.5,balanced,scale,sigmoid,0.6960549388741069,0.5853658536585366,0.6313993174061433,0.7656065959952885,0.6951219512195121,0.6900893324565518,0.5825242718446602,0.598825831702544,0.758703481392557,0.6825806451612904
svm,word,True,0.5,1,"(1, 3)",new,original,1.5,balanced,scale,sigmoid,0.6960549388741069,0.5853658536585366,0.6313993174061433,0.7656065959952885,0.6951219512195121,0.6900893324565518,0.5825242718446602,0.598825831702544,0.758703481392557,0.6825806451612904
svm,word,True,1.0,1,"(1, 3)",new,original,1.5,balanced,scale,sigmoid,0.6960549388741069,0.5853658536585366,0.6313993174061433,0.7656065959952885,0.6951219512195121,0.6900893324565518,0.5825242718446602,0.598825831702544,0.758703481392557,0.6825806451612904
svm,word,True,0.25,10,"(1, 1)",old,stem,1.0,,scale,sigmoid,0.6954807521958066,0.34285714285714286,0.7370892018779341,0.706199460916442,0.7067307692307693,0.6175495865431332,0.3111111111111111,0.5723905723905724,0.6792452830188681,0.6161879895561357
svm,word,True,0.5,10,"(1, 1)",old,stem,1.0,,scale,sigmoid,0.6954807521958066,0.34285714285714286,0.7370892018779341,0.706199460916442,0.7067307692307693,0.6175495865431332,0.3111111111111111,0.5723905723905724,0.6792452830188681,0.6161879895561357
svm,word,True,1.0,10,"(1, 1)",old,stem,1.0,,scale,sigmoid,0.6954807521958066,0.34285714285714286,0.7370892018779341,0.706199460916442,0.7067307692307693,0.6175495865431332,0.3111111111111111,0.5723905723905724,0.6792452830188681,0.6161879895561357
svm,word,True,0.25,10,"(1, 2)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,0.25,10,"(1, 3)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,0.5,10,"(1, 2)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,0.5,10,"(1, 3)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,1.0,10,"(1, 2)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,1.0,10,"(1, 3)",old,stem,1.0,,scale,sigmoid,0.695250037016905,0.34285714285714286,0.7383177570093458,0.7046070460704608,0.7067307692307693,0.6206730955497797,0.3181818181818182,0.5704697986577182,0.6839622641509434,0.618798955613577
svm,word,True,0.25,1,"(1, 3)",new,lemma,1.5,,scale,sigmoid,0.6952236140008459,0.611111111111111,0.6088560885608857,0.7734204793028322,0.7012195121951219,0.6638336321510071,0.49696969696969695,0.5590551181102362,0.7525655644241732,0.6619354838709678
svm,word,True,0.5,1,"(1, 3)",new,lemma,1.5,,scale,sigmoid,0.6952236140008459,0.611111111111111,0.6088560885608857,0.7734204793028322,0.7012195121951219,0.6638336321510071,0.49696969696969695,0.5590551181102362,0.7525655644241732,0.6619354838709678
svm,word,True,1.0,1,"(1, 3)",new,lemma,1.5,,scale,sigmoid,0.6952236140008459,0.611111111111111,0.6088560885608857,0.7734204793028322,0.7012195121951219,0.6638336321510071,0.49696969696969695,0.5590551181102362,0.7525655644241732,0.6619354838709678
svm,word,True,0.25,1,"(1, 2)",new,stem,1.0,,scale,sigmoid,0.6950363015943689,0.5786163522012578,0.6297577854671281,0.7663344407530454,0.7,0.6874280833361003,0.45637583892617456,0.5952380952380952,0.7848383500557413,0.6916129032258065
svm,word,True,0.5,1,"(1, 2)",new,stem,1.0,,scale,sigmoid,0.6950363015943689,0.5786163522012578,0.6297577854671281,0.7663344407530454,0.7,0.6874280833361003,0.45637583892617456,0.5952380952380952,0.7848383500557413,0.6916129032258065
svm,word,True,1.0,1,"(1, 2)",new,stem,1.0,,scale,sigmoid,0.6950363015943689,0.5786163522012578,0.6297577854671281,0.7663344407530454,0.7,0.6874280833361003,0.45637583892617456,0.5952380952380952,0.7848383500557413,0.6916129032258065
svm,word,True,0.25,1,"(1, 1)",new,original,1.0,,scale,sigmoid,0.6950032994146573,0.5308641975308641,0.6467661691542289,0.7657142857142857,0.698780487804878,0.6613188927867847,0.3708609271523179,0.602996254681648,0.7560693641618497,0.6658064516129032
svm,word,True,0.5,1,"(1, 1)",new,original,1.0,,scale,sigmoid,0.6950032994146573,0.5308641975308641,0.6467661691542289,0.7657142857142857,0.698780487804878,0.6613188927867847,0.3708609271523179,0.602996254681648,0.7560693641618497,0.6658064516129032
svm,word,True,1.0,1,"(1, 1)",new,original,1.0,,scale,sigmoid,0.6950032994146573,0.5308641975308641,0.6467661691542289,0.7657142857142857,0.698780487804878,0.6613188927867847,0.3708609271523179,0.602996254681648,0.7560693641618497,0.6658064516129032
svm,word,True,0.25,1,"(1, 3)",new,stem,5.0,,scale,sigmoid,0.6942644380853755,0.597938144329897,0.6195652173913043,0.767337807606264,0.697560975609756,0.654629326708936,0.47474747474747475,0.5375,0.7522935779816514,0.6503225806451612
svm,word,True,0.5,1,"(1, 3)",new,stem,5.0,,scale,sigmoid,0.6942644380853755,0.597938144329897,0.6195652173913043,0.767337807606264,0.697560975609756,0.654629326708936,0.47474747474747475,0.5375,0.7522935779816514,0.6503225806451612
svm,word,True,1.0,1,"(1, 3)",new,stem,5.0,,scale,sigmoid,0.6942644380853755,0.597938144329897,0.6195652173913043,0.767337807606264,0.697560975609756,0.654629326708936,0.47474747474747475,0.5375,0.7522935779816514,0.6503225806451612
svm,word,True,0.25,1,"(1, 3)",new,lemma,1.0,balanced,scale,sigmoid,0.6939745597836902,0.588785046728972,0.6450567260940033,0.7515451174289246,0.6902439024390243,0.6806509190045515,0.5727699530516431,0.6062846580406654,0.7412060301507538,0.6709677419354839
svm,word,True,0.5,1,"(1, 3)",new,lemma,1.0,balanced,scale,sigmoid,0.6939745597836902,0.588785046728972,0.6450567260940033,0.7515451174289246,0.6902439024390243,0.6806509190045515,0.5727699530516431,0.6062846580406654,0.7412060301507538,0.6709677419354839
svm,word,True,1.0,1,"(1, 3)",new,lemma,1.0,balanced,scale,sigmoid,0.6939745597836902,0.588785046728972,0.6450567260940033,0.7515451174289246,0.6902439024390243,0.6806509190045515,0.5727699530516431,0.6062846580406654,0.7412060301507538,0.6709677419354839
svm,word,True,0.25,1,"(1, 1)",new,lemma,1.0,,scale,sigmoid,0.6939160994314506,0.5542168674698794,0.6402640264026404,0.7626728110599078,0.6963414634146341,0.6688693510352622,0.37583892617449666,0.6176470588235294,0.7607934655775963,0.6735483870967742
svm,word,True,0.5,1,"(1, 1)",new,lemma,1.0,,scale,sigmoid,0.6939160994314506,0.5542168674698794,0.6402640264026404,0.7626728110599078,0.6963414634146341,0.6688693510352622,0.37583892617449666,0.6176470588235294,0.7607934655775963,0.6735483870967742
svm,word,True,1.0,1,"(1, 1)",new,lemma,1.0,,scale,sigmoid,0.6939160994314506,0.5542168674698794,0.6402640264026404,0.7626728110599078,0.6963414634146341,0.6688693510352622,0.37583892617449666,0.6176470588235294,0.7607934655775963,0.6735483870967742
svm,word,True,0.25,1,"(1, 3)",new,original,1.5,,scale,sigmoid,0.6927086204399681,0.611111111111111,0.6086956521739131,0.7687224669603524,0.697560975609756,0.6703913739129148,0.4905660377358491,0.5622489959839357,0.7637178051511758,0.6709677419354839
svm,word,True,0.5,1,"(1, 3)",new,original,1.5,,scale,sigmoid,0.6927086204399681,0.611111111111111,0.6086956521739131,0.7687224669603524,0.697560975609756,0.6703913739129148,0.4905660377358491,0.5622489959839357,0.7637178051511758,0.6709677419354839
