model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,class_weight,criterion,max_features,min_samples_leaf,min_samples_split,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
rf,word,True,0.25,1,"(1, 1)",unique,stem,balanced,gini,sqrt,1,2,0.7290495655720808,0.6024096385542169,0.6955223880597015,0.7810945273631841,0.7280487804878049,0.6918503727235994,0.4691358024691357,0.6342342342342343,0.7707082833133252,0.6903225806451613
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced_subsample,gini,sqrt,1,10,0.728995560301225,0.6031746031746033,0.6820276497695852,0.7899999999999999,0.725609756097561,0.7004147299225579,0.5217391304347826,0.6368715083798883,0.7720144752714114,0.6954838709677419
rf,word,True,1.0,1,"(1, 1)",unique,stem,balanced,gini,sqrt,1,10,0.7289718393024596,0.5578947368421052,0.6930091185410334,0.7929292929292929,0.725609756097561,0.6997520859015804,0.5054945054945056,0.6380597014925373,0.7740384615384616,0.6954838709677419
rf,word,True,0.5,1,"(1, 1)",generic,stem,,gini,auto,1,2,0.7289681050656661,0.5818181818181818,0.6923076923076923,0.787878787878788,0.7292682926829268,0.6914342631327802,0.4743589743589744,0.6363636363636364,0.7677725118483412,0.6916129032258065
rf,word,True,0.25,1,"(1, 2)",generic,stem,balanced,gini,sqrt,1,10,0.7289542278568522,0.5942857142857143,0.6916167664670659,0.7854454203262233,0.7268292682926829,0.7028362515233265,0.5473684210526316,0.6311926605504588,0.7730061349693252,0.6954838709677419
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced,gini,sqrt,2,10,0.7289262516559383,0.5714285714285714,0.684458398744113,0.7955390334572491,0.725609756097561,0.6841775979050113,0.523076923076923,0.6236162361623616,0.7503075030750308,0.6774193548387096
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced_subsample,gini,auto,1,5,0.7288355259217189,0.5875706214689265,0.6927710843373494,0.7859824780976219,0.7268292682926829,0.6992125502200214,0.5340909090909091,0.6352087114337568,0.7679222357229647,0.6941935483870968
rf,word,True,0.5,1,"(1, 1)",unique,stem,balanced,gini,sqrt,1,5,0.7287152630093081,0.6136363636363636,0.693815987933635,0.7790262172284644,0.7268292682926829,0.7051858603823922,0.5086705202312138,0.6458715596330274,0.7788461538461539,0.7019354838709677
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced,gini,auto,1,10,0.728658807901597,0.5775401069518716,0.6928895612708018,0.787878787878788,0.725609756097561,0.6880911631568483,0.49162011173184356,0.6286764705882352,0.7617896009673519,0.6838709677419355
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced,entropy,sqrt,1,5,0.7285561344493525,0.5698324022346368,0.6949924127465859,0.7880299251870325,0.7268292682926829,0.6989291611873281,0.5227272727272726,0.6376811594202899,0.7688564476885645,0.6941935483870968
rf,word,True,1.0,1,"(1, 2)",generic,stem,balanced,gini,auto,1,10,0.7284946302385396,0.5957446808510638,0.6920731707317073,0.7839195979899499,0.725609756097561,0.7040137969573871,0.5543478260869564,0.6355475763016158,0.7713226205191595,0.6967741935483871
rf,word,True,0.25,1,"(1, 2)",generic,stem,balanced_subsample,entropy,auto,1,10,0.7284211828518492,0.6195652173913043,0.6889226100151745,0.7804265997490589,0.725609756097561,0.6864463626970481,0.5280898876404494,0.6203208556149732,0.7546239210850801,0.68
rf,word,True,0.25,1,"(1, 1)",unique,stem,balanced,gini,auto,1,10,0.728412084112396,0.5882352941176471,0.6891271056661562,0.7875000000000001,0.725609756097561,0.699426775380784,0.5136612021857923,0.6333333333333334,0.7738814993954052,0.6941935483870968
rf,word,True,0.25,1,"(1, 3)",generic,stem,balanced,gini,sqrt,1,10,0.728307213217531,0.5745856353591161,0.6944858420268255,0.7868020304568527,0.725609756097561,0.6970398253560879,0.49162011173184356,0.6329113924050632,0.7750611246943767,0.6916129032258065
rf,word,True,1.0,1,"(1, 2)",unique,stem,,entropy,auto,1,5,0.7282311257695344,0.5786163522012578,0.7,0.7819732034104749,0.7292682926829268,0.694291765882487,0.48051948051948046,0.6336283185840708,0.7725631768953067,0.6929032258064516
rf,word,True,0.25,1,"(1, 1)",unique,stem,,entropy,auto,1,5,0.7281424427870893,0.5903614457831325,0.6921898928024502,0.784409257003654,0.7280487804878049,0.6955890667144113,0.48051948051948046,0.6395563770794824,0.7719298245614034,0.6967741935483871
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced,gini,sqrt,1,2,0.7280988032807477,0.5964912280701754,0.6918429003021148,0.7831474597273854,0.7268292682926829,0.6993455532167995,0.5325443786982249,0.6402877697841727,0.7660606060606061,0.6954838709677419
rf,word,True,0.5,1,"(1, 2)",generic,stem,balanced_subsample,entropy,sqrt,1,10,0.7280923916437354,0.5820105820105821,0.6906906906906908,0.7872611464968152,0.724390243902439,0.6980048408174826,0.5524861878453039,0.6289752650176679,0.7646326276463262,0.6903225806451613
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced,gini,sqrt,1,10,0.7280902271918929,0.5668449197860963,0.6932515337423313,0.7890137328339576,0.725609756097561,0.6983839709039047,0.5217391304347826,0.6307977736549165,0.7714631197097945,0.6929032258064516
rf,word,True,0.25,1,"(1, 1)",generic,stem,,entropy,auto,1,5,0.7280566798335947,0.588957055214724,0.6910197869101978,0.7853658536585366,0.7280487804878049,0.6924583715557419,0.48407643312101917,0.631578947368421,0.7695961995249406,0.6916129032258065
rf,word,True,0.5,1,"(1, 3)",generic,stem,balanced,gini,sqrt,1,10,0.72803242087825,0.5930232558139534,0.7013372956909362,0.7773584905660378,0.7268292682926829,0.7100655787956149,0.5617977528089887,0.6423357664233578,0.7766990291262137,0.704516129032258
rf,word,True,1.0,1,"(1, 1)",unique,stem,balanced,entropy,sqrt,1,2,0.7277752362316623,0.5868263473053892,0.6935724962630792,0.7835820895522388,0.7268292682926829,0.6861254923698257,0.5061728395061729,0.624113475177305,0.7572815533980582,0.6825806451612904
rf,word,True,0.5,1,"(1, 3)",generic,stem,balanced_subsample,gini,auto,1,5,0.7277237038082892,0.5714285714285715,0.7036496350364964,0.7801778907242694,0.7268292682926829,0.6966897470066608,0.49079754601227,0.6418439716312057,0.7703523693803159,0.6941935483870968
rf,word,True,0.25,1,"(1, 1)",generic,stem,,gini,sqrt,1,5,0.7276820640738466,0.5853658536585367,0.6902927580893682,0.7859733978234583,0.7280487804878049,0.6884170301541349,0.410958904109589,0.6375227686703097,0.776608187134503,0.6929032258064516
rf,word,True,0.25,1,"(1, 2)",generic,stem,balanced_subsample,gini,sqrt,1,5,0.7276352347350817,0.6101694915254238,0.6927710843373494,0.7784730913642054,0.725609756097561,0.6988325364853512,0.5414364640883977,0.6272401433691756,0.7694204685573366,0.6916129032258065
rf,word,True,1.0,1,"(1, 3)",generic,stem,balanced_subsample,gini,sqrt,1,5,0.7275758694950394,0.611764705882353,0.6995645863570391,0.7733674775928298,0.725609756097561,0.7015911820937256,0.547486033519553,0.6392857142857143,0.7669543773119606,0.6954838709677419
rf,word,True,1.0,1,"(1, 1)",generic,stem,,entropy,sqrt,1,10,0.7275694375309283,0.588957055214724,0.6952526799387442,0.7815533980582524,0.7280487804878049,0.6886558479922535,0.43537414965986393,0.6275229357798164,0.7762237762237763,0.6916129032258065
rf,word,True,0.25,1,"(1, 1)",generic,stem,,entropy,sqrt,1,2,0.7275524615831467,0.5925925925925926,0.6924219910846954,0.782608695652174,0.7268292682926829,0.6893358397869142,0.4844720496894411,0.6317689530685922,0.764071856287425,0.687741935483871
rf,word,True,0.5,1,"(1, 1)",unique,stem,balanced,gini,sqrt,1,10,0.7274692000317593,0.5806451612903226,0.6869300911854104,0.7889447236180905,0.724390243902439,0.7036785196178431,0.5108695652173914,0.6403013182674199,0.7784431137724551,0.6993548387096774
rf,word,True,0.25,1,"(1, 1)",unique,stem,balanced_subsample,entropy,auto,1,5,0.7274536118947973,0.6120218579234972,0.6905829596412556,0.7791878172588832,0.724390243902439,0.6969838372206678,0.5303867403314918,0.6376811594202899,0.7637698898408812,0.6916129032258065
rf,word,True,0.25,1,"(1, 1)",unique,stem,,entropy,auto,1,2,0.7274198195087437,0.6097560975609756,0.6947368421052632,0.7768187422934649,0.7268292682926829,0.6777188341060695,0.4545454545454546,0.6227758007117438,0.7553956834532374,0.6774193548387096
rf,word,True,1.0,1,"(1, 1)",unique,stem,balanced_subsample,gini,auto,1,5,0.7273776379172643,0.5901639344262296,0.6887218045112782,0.7853535353535354,0.724390243902439,0.6947384736311071,0.5058823529411764,0.635036496350365,0.766826923076923,0.6916129032258065
rf,word,True,1.0,1,"(1, 1)",generic,stem,,entropy,auto,1,10,0.727353229287124,0.5750000000000001,0.6930091185410334,0.7858880778588808,0.7280487804878049,0.6862281375680824,0.43708609271523174,0.6296296296296297,0.7706635622817228,0.6890322580645162
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced,gini,sqrt,1,10,0.727332670239776,0.5913978494623656,0.6820276497695852,0.7895392278953922,0.724390243902439,0.701890429854857,0.5384615384615384,0.6383763837638378,0.7699757869249394,0.6967741935483871
rf,word,True,0.5,1,"(1, 3)",generic,stem,balanced_subsample,gini,sqrt,1,5,0.727327626628286,0.611764705882353,0.695266272189349,0.7758186397984886,0.725609756097561,0.6933709584245347,0.5227272727272726,0.629695885509839,0.7631901840490797,0.687741935483871
rf,word,True,1.0,1,"(1, 2)",generic,stem,balanced_subsample,entropy,sqrt,1,10,0.7272576545519028,0.5888888888888889,0.695139911634757,0.7810499359795134,0.724390243902439,0.6990716749342525,0.5555555555555556,0.6300884955752213,0.765217391304348,0.6916129032258065
rf,word,True,0.5,1,"(1, 2)",generic,stem,balanced_subsample,gini,auto,1,5,0.7272567576420612,0.603550295857988,0.6933333333333334,0.778894472361809,0.725609756097561,0.687288412792126,0.5245901639344263,0.6216696269982238,0.7562189054726367,0.68
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced,entropy,sqrt,1,10,0.7271674922371463,0.5913978494623656,0.6890243902439025,0.7844611528822056,0.724390243902439,0.6958549832938732,0.5251396648044693,0.6263736263736264,0.7684848484848484,0.6903225806451613
rf,word,True,0.25,1,"(1, 2)",generic,stem,,entropy,sqrt,1,5,0.7271146506173997,0.5838509316770186,0.696319018404908,0.7811366384522371,0.7280487804878049,0.6976752026473999,0.49350649350649345,0.6379928315412186,0.7732696897374701,0.6967741935483871
rf,word,True,0.5,1,"(1, 2)",generic,stem,balanced,entropy,auto,2,10,0.7270627163096378,0.6074766355140188,0.6843749999999998,0.7837150127226462,0.7219512195121951,0.6963071867356614,0.5849056603773585,0.617100371747212,0.76,0.6864516129032258
rf,word,True,0.5,1,"(1, 1)",generic,stem,,gini,auto,1,10,0.7270062948994969,0.5499999999999999,0.6987577639751553,0.7870813397129187,0.7292682926829268,0.6885384043424828,0.4383561643835617,0.6327272727272727,0.7728337236533958,0.6916129032258065
rf,word,True,0.25,1,"(1, 1)",unique,stem,balanced,gini,sqrt,1,5,0.7269952516390784,0.5824175824175823,0.6917293233082706,0.7843631778058008,0.724390243902439,0.704497479242065,0.5363128491620112,0.6494464944649446,0.7696019300361882,0.7006451612903226
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced,entropy,auto,2,10,0.726881582159557,0.553398058252427,0.6864274570982839,0.7944514501891552,0.7219512195121951,0.6874369090783605,0.5517241379310345,0.6176470588235294,0.7521793275217933,0.6787096774193548
rf,word,True,0.25,1,"(1, 1)",generic,stem,balanced,entropy,sqrt,1,5,0.7268428610876895,0.5888888888888889,0.6897590361445783,0.7839195979899499,0.724390243902439,0.6965607343907837,0.5227272727272726,0.6366906474820144,0.7652811735941322,0.6916129032258065
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced,gini,auto,1,5,0.7268196488975718,0.5921787709497206,0.6877828054298644,0.7844611528822056,0.724390243902439,0.6936794066974157,0.5444444444444444,0.6306306306306306,0.758282208588957,0.687741935483871
rf,word,True,0.5,1,"(1, 1)",generic,stem,balanced_subsample,entropy,auto,1,5,0.7268014560243616,0.6067415730337078,0.6887218045112782,0.7804265997490589,0.724390243902439,0.6914863951891308,0.5,0.6329113924050632,0.7636363636363636,0.687741935483871
rf,word,True,1.0,1,"(1, 2)",unique,stem,,gini,sqrt,1,5,0.7267558805283304,0.5490196078431373,0.6971080669710806,0.7879518072289157,0.7292682926829268,0.6991971552495573,0.4966442953020134,0.6415770609318996,0.7734282325029657,0.6993548387096774
rf,word,True,1.0,1,"(1, 2)",generic,stem,balanced,entropy,sqrt,1,5,0.7267384913308587,0.6091954022988506,0.6885245901639345,0.779874213836478,0.724390243902439,0.7010017679776323,0.5698324022346369,0.6409807355516637,0.76,0.6941935483870968
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced_subsample,gini,auto,1,5,0.7266332032258915,0.5966850828729281,0.6870229007633588,0.7835820895522388,0.724390243902439,0.7015926792083519,0.5057471264367815,0.6448087431693988,0.7738814993954052,0.6980645161290323
rf,word,True,0.25,1,"(1, 3)",generic,stem,balanced,entropy,sqrt,2,5,0.7266259956796625,0.5865384615384615,0.6894409937888198,0.7842639593908629,0.7219512195121951,0.7006799942731055,0.5527638190954774,0.6224677716390423,0.7722772277227722,0.6916129032258065
rf,word,True,0.25,1,"(1, 2)",generic,stem,balanced,entropy,sqrt,2,10,0.7266211073052421,0.5961538461538461,0.6823161189358372,0.7868852459016394,0.7219512195121951,0.6933347014749578,0.5714285714285715,0.6206896551724137,0.7562814070351759,0.6838709677419355
rf,word,True,1.0,1,"(1, 1)",generic,stem,balanced_subsample,gini,sqrt,1,5,0.7265275698729998,0.6033519553072625,0.6889226100151745,0.7805486284289277,0.724390243902439,0.7003164500827577,0.5355191256830601,0.6446886446886447,0.7649208282582217,0.6954838709677419
rf,word,True,0.5,1,"(1, 1)",unique,stem,balanced,gini,auto,1,10,0.7265113185985981,0.5863874345549738,0.6890243902439025,0.7843631778058008,0.723170731707317,0.699168113508901,0.5108695652173914,0.6356877323420074,0.7729468599033816,0.6941935483870968
rf,word,True,0.25,1,"(1, 2)",generic,stem,balanced_subsample,entropy,sqrt,1,5,0.7265099945211358,0.5977011494252874,0.6942392909896603,0.7782002534854245,0.724390243902439,0.690855866007045,0.547486033519553,0.6175438596491228,0.7590511860174781,0.6825806451612904
rf,word,True,0.25,1,"(1, 2)",unique,stem,balanced,entropy,sqrt,1,10,0.7264128771559224,0.5837837837837838,0.6905829596412556,0.7837150127226462,0.723170731707317,0.6962654094359977,0.5274725274725274,0.6247755834829444,0.7694204685573366,0.6890322580645162
rf,word,True,0.5,1,"(1, 3)",generic,stem,balanced,entropy,auto,1,10,0.7264009872241581,0.6250000000000001,0.6964285714285715,0.7702020202020203,0.724390243902439,0.6965030197101126,0.5348837209302325,0.631578947368421,0.764851485148515,0.6903225806451613
