model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,class_weight,criterion,max_features,min_samples_leaf,min_samples_split,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
rf,word,True,1.0,10,"(1, 1)",emoji_unique,stem,,gini,sqrt,2,10,0.7256061380102995,0.5419354838709677,0.6909667194928684,0.791569086651054,0.7292682926829268,0.6814435505262629,0.45283018867924535,0.6214689265536724,0.7627906976744186,0.6825806451612904
rf,word,True,0.5,1,"(1, 3)",emoji_generic,stem,balanced_subsample,gini,auto,1,5,0.7252654523919321,0.5180722891566265,0.7065693430656934,0.7858048162230671,0.725609756097561,0.6767976714834567,0.4972972972972972,0.6395759717314486,0.7359198998748435,0.672258064516129
rf,word,True,0.25,1,"(1, 1)",emoji_unique,stem,,entropy,sqrt,1,10,0.7251946977703236,0.5263157894736842,0.7003154574132493,0.7880239520958084,0.7268292682926829,0.7029259906011555,0.5317919075144507,0.6486486486486487,0.7683352735739231,0.7019354838709677
rf,word,True,0.5,1,"(1, 1)",emoji_generic,stem,,gini,auto,1,5,0.725190338976697,0.5341614906832298,0.6960629921259842,0.7890995260663507,0.7280487804878049,0.7086063992598197,0.5154639175257731,0.6627218934911243,0.7750294464075382,0.7058064516129032
rf,word,True,0.25,1,"(1, 1)",no_emoji,stem,,gini,auto,1,5,0.724800197903175,0.5483870967741935,0.6996805111821085,0.782608695652174,0.724390243902439,0.6989959574580784,0.5164835164835164,0.632183908045977,0.7730496453900709,0.6954838709677419
rf,word,True,0.25,1,"(1, 1)",emoji_generic,stem,,entropy,auto,1,10,0.7247593641114981,0.5714285714285715,0.6937500000000001,0.7812499999999999,0.725609756097561,0.7116947815099085,0.5454545454545455,0.651252408477842,0.7789473684210525,0.7096774193548387
rf,word,True,1.0,1,"(1, 1)",emoji_generic,stem,,gini,auto,2,2,0.7247185646989783,0.5578231292517006,0.6910828025477708,0.7861271676300579,0.7292682926829268,0.6798232026749252,0.47741935483870973,0.6129666011787819,0.7584650112866818,0.6825806451612904
rf,word,True,0.25,10,"(1, 2)",emoji_generic,stem,,entropy,sqrt,4,10,0.7246755013144298,0.5290322580645161,0.6976047904191616,0.7882496940024479,0.7268292682926829,0.674810534231093,0.4473684210526316,0.6179159049360147,0.754406580493537,0.6761290322580645
rf,word,True,1.0,1,"(1, 1)",emoji_generic,stem,balanced_subsample,gini,sqrt,1,10,0.7242976669387938,0.5628140703517588,0.7004754358161648,0.7777777777777778,0.7219512195121951,0.6946455814194483,0.5471698113207548,0.6525096525096525,0.748780487804878,0.6890322580645162
rf,word,True,1.0,10,"(1, 3)",emoji_unique,stem,,entropy,auto,2,2,0.7241573928407918,0.5499999999999999,0.694006309148265,0.7848699763593381,0.7268292682926829,0.6692033281968072,0.4230769230769231,0.6091954022988505,0.7545871559633027,0.672258064516129
