model,analyzer,lowercase,max_df,min_df,ngram_range,type,C,class_weight,gamma,kernel,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
svm,word,True,1.0,1,"(1, 3)",original,0.5,balanced,scale,sigmoid,0.8084761565002371,0.5150214592274679,0.8753290260827951,0.7146136189747513,0.8118279569892473,0.7479672586311095,0.5301204819277109,0.8370293965961837,0.639240506329114,0.7588985896574882
svm,word,True,0.25,1,"(1, 2)",original,0.5,balanced,scale,sigmoid,0.8082438582493107,0.5224489795918368,0.8738193267134899,0.7156789197299325,0.8094758064516129,0.75378290092784,0.5387596899224807,0.8365058670143416,0.6554517133956387,0.761920752182673
svm,word,True,0.5,1,"(1, 2)",original,0.5,balanced,scale,sigmoid,0.8082438582493107,0.5224489795918368,0.8738193267134899,0.7156789197299325,0.8094758064516129,0.75378290092784,0.5387596899224807,0.8365058670143416,0.6554517133956387,0.761920752182673
svm,word,True,1.0,1,"(1, 2)",original,0.5,balanced,scale,sigmoid,0.8082438582493107,0.5224489795918368,0.8738193267134899,0.7156789197299325,0.8094758064516129,0.75378290092784,0.5387596899224807,0.8365058670143416,0.6554517133956387,0.761920752182673
svm,word,True,0.25,1,"(1, 3)",lemma,0.5,balanced,scale,sigmoid,0.8082088902133807,0.5129310344827587,0.8750000000000001,0.7149390243902438,0.811491935483871,0.7503225801093105,0.5330661322645291,0.8372093023255814,0.6452425960932576,0.7605775688381464
svm,word,True,0.5,1,"(1, 3)",lemma,0.5,balanced,scale,sigmoid,0.8082088902133807,0.5129310344827587,0.8750000000000001,0.7149390243902438,0.811491935483871,0.7503225801093105,0.5330661322645291,0.8372093023255814,0.6452425960932576,0.7605775688381464
svm,word,True,1.0,1,"(1, 3)",lemma,0.5,balanced,scale,sigmoid,0.8082088902133807,0.5129310344827587,0.8750000000000001,0.7149390243902438,0.811491935483871,0.7503225801093105,0.5330661322645291,0.8372093023255814,0.6452425960932576,0.7605775688381464
svm,word,True,0.25,1,"(1, 2)",lemma,1.0,balanced,scale,sigmoid,0.8081392927175014,0.5153374233128835,0.868421052631579,0.7303135888501744,0.8061155913978495,0.7648356415235471,0.5205992509363296,0.8369594413107709,0.690994702766333,0.7669576897246474
svm,word,True,0.5,1,"(1, 2)",lemma,1.0,balanced,scale,sigmoid,0.8081392927175014,0.5153374233128835,0.868421052631579,0.7303135888501744,0.8061155913978495,0.7648356415235471,0.5205992509363296,0.8369594413107709,0.690994702766333,0.7669576897246474
svm,word,True,1.0,1,"(1, 2)",lemma,1.0,balanced,scale,sigmoid,0.8081392927175014,0.5153374233128835,0.868421052631579,0.7303135888501744,0.8061155913978495,0.7648356415235471,0.5205992509363296,0.8369594413107709,0.690994702766333,0.7669576897246474
svm,word,True,0.25,1,"(1, 2)",stem,0.5,balanced,scale,rbf,0.8076419945118991,0.5416666666666666,0.8757115749525618,0.7041420118343196,0.8151881720430108,0.7492710256751768,0.5227817745803358,0.8348180198523797,0.648447204968944,0.7625923438549362
svm,word,True,0.5,1,"(1, 2)",stem,0.5,balanced,scale,rbf,0.8076419945118991,0.5416666666666666,0.8757115749525618,0.7041420118343196,0.8151881720430108,0.7492710256751768,0.5227817745803358,0.8348180198523797,0.648447204968944,0.7625923438549362
svm,word,True,1.0,1,"(1, 2)",stem,0.5,balanced,scale,rbf,0.8076419945118991,0.5416666666666666,0.8757115749525618,0.7041420118343196,0.8151881720430108,0.7492710256751768,0.5227817745803358,0.8348180198523797,0.648447204968944,0.7625923438549362
svm,word,True,0.25,1,"(1, 2)",original,1.5,balanced,scale,sigmoid,0.8068424421847409,0.5239085239085239,0.865552506859566,0.7305061559507523,0.8047715053763441,0.7586961605828274,0.49197860962566836,0.829520697167756,0.6918165989553106,0.7578912021490933
svm,word,True,0.5,1,"(1, 2)",original,1.5,balanced,scale,sigmoid,0.8068424421847409,0.5239085239085239,0.865552506859566,0.7305061559507523,0.8047715053763441,0.7586961605828274,0.49197860962566836,0.829520697167756,0.6918165989553106,0.7578912021490933
svm,word,True,1.0,1,"(1, 2)",original,1.5,balanced,scale,sigmoid,0.8068424421847409,0.5239085239085239,0.865552506859566,0.7305061559507523,0.8047715053763441,0.7586961605828274,0.49197860962566836,0.829520697167756,0.6918165989553106,0.7578912021490933
svm,word,True,0.25,1,"(1, 3)",stem,0.5,balanced,scale,rbf,0.8064266293483066,0.535,0.8742571903969574,0.704832713754647,0.8131720430107527,0.7480925672085293,0.5373831775700935,0.8349465104431992,0.6416978776529337,0.7615849563465413
svm,word,True,0.5,1,"(1, 3)",stem,0.5,balanced,scale,rbf,0.8064266293483066,0.535,0.8742571903969574,0.704832713754647,0.8131720430107527,0.7480925672085293,0.5373831775700935,0.8349465104431992,0.6416978776529337,0.7615849563465413
svm,word,True,1.0,1,"(1, 3)",stem,0.5,balanced,scale,rbf,0.8064266293483066,0.535,0.8742571903969574,0.704832713754647,0.8131720430107527,0.7480925672085293,0.5373831775700935,0.8349465104431992,0.6416978776529337,0.7615849563465413
svm,word,True,0.25,1,"(1, 3)",stem,1.0,balanced,scale,rbf,0.8051819255130088,0.536842105263158,0.8738695859114707,0.7007299270072992,0.8125,0.7576564283968188,0.5281173594132029,0.84,0.663023679417122,0.7696440564137005
svm,word,True,0.5,1,"(1, 3)",stem,1.0,balanced,scale,rbf,0.8051819255130088,0.536842105263158,0.8738695859114707,0.7007299270072992,0.8125,0.7576564283968188,0.5281173594132029,0.84,0.663023679417122,0.7696440564137005
svm,word,True,1.0,1,"(1, 3)",stem,1.0,balanced,scale,rbf,0.8051819255130088,0.536842105263158,0.8738695859114707,0.7007299270072992,0.8125,0.7576564283968188,0.5281173594132029,0.84,0.663023679417122,0.7696440564137005
svm,word,True,0.25,1,"(1, 1)",stem,0.5,balanced,scale,rbf,0.8041831471251571,0.5025125628140702,0.8718194911185789,0.7103746397694526,0.8094758064516129,0.7537592778204867,0.5047169811320755,0.8371494726009776,0.6613981762917932,0.7649429147078576
svm,word,True,0.5,1,"(1, 1)",stem,0.5,balanced,scale,rbf,0.8041831471251571,0.5025125628140702,0.8718194911185789,0.7103746397694526,0.8094758064516129,0.7537592778204867,0.5047169811320755,0.8371494726009776,0.6613981762917932,0.7649429147078576
svm,word,True,1.0,1,"(1, 1)",stem,0.5,balanced,scale,rbf,0.8041831471251571,0.5025125628140702,0.8718194911185789,0.7103746397694526,0.8094758064516129,0.7537592778204867,0.5047169811320755,0.8371494726009776,0.6613981762917932,0.7649429147078576
svm,word,True,0.25,1,"(1, 2)",lemma,1.5,balanced,scale,sigmoid,0.8008907691828214,0.4980079681274901,0.8622244488977955,0.7229080932784636,0.7973790322580645,0.7606275583351017,0.498220640569395,0.8316076294277929,0.6925754060324826,0.7599059771658832
svm,word,True,0.5,1,"(1, 2)",lemma,1.5,balanced,scale,sigmoid,0.8008907691828214,0.4980079681274901,0.8622244488977955,0.7229080932784636,0.7973790322580645,0.7606275583351017,0.498220640569395,0.8316076294277929,0.6925754060324826,0.7599059771658832
svm,word,True,1.0,1,"(1, 2)",lemma,1.5,balanced,scale,sigmoid,0.8008907691828214,0.4980079681274901,0.8622244488977955,0.7229080932784636,0.7973790322580645,0.7606275583351017,0.498220640569395,0.8316076294277929,0.6925754060324826,0.7599059771658832
svm,word,True,0.25,1,"(1, 1)",original,0.5,balanced,scale,rbf,0.7994678386391875,0.508816120906801,0.8719641593963687,0.6910197869101979,0.8077956989247311,0.7423919397027876,0.49528301886792453,0.8326530612244899,0.6377171215880892,0.7558764271323035
svm,word,True,0.5,1,"(1, 1)",original,0.5,balanced,scale,rbf,0.7994678386391875,0.508816120906801,0.8719641593963687,0.6910197869101979,0.8077956989247311,0.7423919397027876,0.49528301886792453,0.8326530612244899,0.6377171215880892,0.7558764271323035
svm,word,True,1.0,1,"(1, 1)",original,0.5,balanced,scale,rbf,0.7994678386391875,0.508816120906801,0.8719641593963687,0.6910197869101979,0.8077956989247311,0.7423919397027876,0.49528301886792453,0.8326530612244899,0.6377171215880892,0.7558764271323035
svm,word,True,0.25,1,"(1, 3)",stem,1.5,balanced,scale,rbf,0.7985529075775463,0.5380434782608695,0.8723755602736493,0.679553903345725,0.8081317204301075,0.758060030677285,0.5239294710327457,0.8404907975460123,0.6642380085003036,0.7706514439220954
svm,word,True,0.5,1,"(1, 3)",stem,1.5,balanced,scale,rbf,0.7985529075775463,0.5380434782608695,0.8723755602736493,0.679553903345725,0.8081317204301075,0.758060030677285,0.5239294710327457,0.8404907975460123,0.6642380085003036,0.7706514439220954
svm,word,True,1.0,1,"(1, 3)",stem,1.5,balanced,scale,rbf,0.7985529075775463,0.5380434782608695,0.8723755602736493,0.679553903345725,0.8081317204301075,0.758060030677285,0.5239294710327457,0.8404907975460123,0.6642380085003036,0.7706514439220954
svm,word,True,0.25,1,"(1, 2)",stem,1.0,balanced,scale,rbf,0.7975721862825376,0.5210084033613445,0.8708382526564344,0.6838235294117647,0.8071236559139785,0.7545422920149768,0.5252525252525252,0.838381267498091,0.6572654812998161,0.7679650772330423
svm,word,True,0.5,1,"(1, 2)",stem,1.0,balanced,scale,rbf,0.7975721862825376,0.5210084033613445,0.8708382526564344,0.6838235294117647,0.8071236559139785,0.7545422920149768,0.5252525252525252,0.838381267498091,0.6572654812998161,0.7679650772330423
svm,word,True,1.0,1,"(1, 2)",stem,1.0,balanced,scale,rbf,0.7975721862825376,0.5210084033613445,0.8708382526564344,0.6838235294117647,0.8071236559139785,0.7545422920149768,0.5252525252525252,0.838381267498091,0.6572654812998161,0.7679650772330423
svm,word,True,0.25,1,"(1, 1)",lemma,0.5,balanced,scale,rbf,0.7975068250215896,0.5012658227848101,0.8708382526564344,0.6883509833585477,0.8057795698924731,0.7416261700516719,0.48557692307692313,0.8312945973496433,0.6398514851485149,0.7552048354600402
svm,word,True,0.5,1,"(1, 1)",lemma,0.5,balanced,scale,rbf,0.7975068250215896,0.5012658227848101,0.8708382526564344,0.6883509833585477,0.8057795698924731,0.7416261700516719,0.48557692307692313,0.8312945973496433,0.6398514851485149,0.7552048354600402
svm,word,True,1.0,1,"(1, 1)",lemma,0.5,balanced,scale,rbf,0.7975068250215896,0.5012658227848101,0.8708382526564344,0.6883509833585477,0.8057795698924731,0.7416261700516719,0.48557692307692313,0.8312945973496433,0.6398514851485149,0.7552048354600402
svm,word,True,0.25,1,"(1, 2)",stem,1.5,balanced,scale,sigmoid,0.7967472638076458,0.4818355640535373,0.858737002282526,0.7200538358008076,0.790994623655914,0.7536285310636242,0.4838709677419354,0.8297062023939065,0.6782810685249709,0.7535258562793822
svm,word,True,0.5,1,"(1, 2)",stem,1.5,balanced,scale,sigmoid,0.7967472638076458,0.4818355640535373,0.858737002282526,0.7200538358008076,0.790994623655914,0.7536285310636242,0.4838709677419354,0.8297062023939065,0.6782810685249709,0.7535258562793822
svm,word,True,1.0,1,"(1, 2)",stem,1.5,balanced,scale,sigmoid,0.7967472638076458,0.4818355640535373,0.858737002282526,0.7200538358008076,0.790994623655914,0.7536285310636242,0.4838709677419354,0.8297062023939065,0.6782810685249709,0.7535258562793822
svm,word,True,0.25,1,"(1, 1)",stem,1.0,balanced,scale,rbf,0.7956312515457742,0.5277777777777777,0.8702218027371401,0.6765140324963071,0.8054435483870968,0.7435349032895207,0.4871794871794872,0.8321501014198783,0.6436498150431567,0.758226997985225
svm,word,True,0.5,1,"(1, 1)",stem,1.0,balanced,scale,rbf,0.7956312515457742,0.5277777777777777,0.8702218027371401,0.6765140324963071,0.8054435483870968,0.7435349032895207,0.4871794871794872,0.8321501014198783,0.6436498150431567,0.758226997985225
svm,word,True,1.0,1,"(1, 1)",stem,1.0,balanced,scale,rbf,0.7956312515457742,0.5277777777777777,0.8702218027371401,0.6765140324963071,0.8054435483870968,0.7435349032895207,0.4871794871794872,0.8321501014198783,0.6436498150431567,0.758226997985225
svm,word,True,0.25,1,"(1, 3)",lemma,1.0,balanced,scale,rbf,0.7945262589485281,0.5336927223719677,0.8701146735314766,0.6712538226299695,0.8054435483870968,0.7484258541754024,0.508641975308642,0.8360406091370558,0.6468032278088145,0.7625923438549362
svm,word,True,0.5,1,"(1, 3)",lemma,1.0,balanced,scale,rbf,0.7945262589485281,0.5336927223719677,0.8701146735314766,0.6712538226299695,0.8054435483870968,0.7484258541754024,0.508641975308642,0.8360406091370558,0.6468032278088145,0.7625923438549362
svm,word,True,1.0,1,"(1, 3)",lemma,1.0,balanced,scale,rbf,0.7945262589485281,0.5336927223719677,0.8701146735314766,0.6712538226299695,0.8054435483870968,0.7484258541754024,0.508641975308642,0.8360406091370558,0.6468032278088145,0.7625923438549362
svm,word,True,0.25,1,"(1, 3)",lemma,5.0,balanced,scale,sigmoid,0.7939984911718521,0.5071090047393365,0.8581997533908755,0.705084745762712,0.7953629032258065,0.7296670172814322,0.44288224956063266,0.8093150684931507,0.6516983304548071,0.7283411685695097
svm,word,True,0.5,1,"(1, 3)",lemma,5.0,balanced,scale,sigmoid,0.7939984911718521,0.5071090047393365,0.8581997533908755,0.705084745762712,0.7953629032258065,0.7296670172814322,0.44288224956063266,0.8093150684931507,0.6516983304548071,0.7283411685695097
svm,word,True,1.0,1,"(1, 3)",lemma,5.0,balanced,scale,sigmoid,0.7939984911718521,0.5071090047393365,0.8581997533908755,0.705084745762712,0.7953629032258065,0.7296670172814322,0.44288224956063266,0.8093150684931507,0.6516983304548071,0.7283411685695097
svm,word,True,0.25,1,"(1, 3)",original,1.0,balanced,scale,rbf,0.7932429105033881,0.526027397260274,0.8693420438637425,0.6702536510376633,0.8047715053763441,0.7486585090218202,0.510948905109489,0.8344370860927152,0.6497838171710932,0.761920752182673
svm,word,True,0.5,1,"(1, 3)",original,1.0,balanced,scale,rbf,0.7932429105033881,0.526027397260274,0.8693420438637425,0.6702536510376633,0.8047715053763441,0.7486585090218202,0.510948905109489,0.8344370860927152,0.6497838171710932,0.761920752182673
svm,word,True,1.0,1,"(1, 3)",original,1.0,balanced,scale,rbf,0.7932429105033881,0.526027397260274,0.8693420438637425,0.6702536510376633,0.8047715053763441,0.7486585090218202,0.510948905109489,0.8344370860927152,0.6497838171710932,0.761920752182673
svm,word,True,0.25,1,"(1, 3)",original,5.0,balanced,scale,sigmoid,0.793196583696813,0.5196078431372548,0.8572834645669292,0.7013513513513514,0.7953629032258065,0.7355843592355823,0.4388489208633094,0.813838550247117,0.6621160409556315,0.7340496977837475
svm,word,True,0.5,1,"(1, 3)",original,5.0,balanced,scale,sigmoid,0.793196583696813,0.5196078431372548,0.8572834645669292,0.7013513513513514,0.7953629032258065,0.7355843592355823,0.4388489208633094,0.813838550247117,0.6621160409556315,0.7340496977837475
svm,word,True,1.0,1,"(1, 3)",original,5.0,balanced,scale,sigmoid,0.793196583696813,0.5196078431372548,0.8572834645669292,0.7013513513513514,0.7953629032258065,0.7355843592355823,0.4388489208633094,0.813838550247117,0.6621160409556315,0.7340496977837475
svm,word,True,0.25,1,"(1, 3)",stem,5.0,balanced,scale,sigmoid,0.7931331644715183,0.5,0.8556443556443556,0.7098930481283422,0.792002688172043,0.7333696430342495,0.41958041958041953,0.8166070937585922,0.6548368631940469,0.7310275352585628
svm,word,True,0.5,1,"(1, 3)",stem,5.0,balanced,scale,sigmoid,0.7931331644715183,0.5,0.8556443556443556,0.7098930481283422,0.792002688172043,0.7333696430342495,0.41958041958041953,0.8166070937585922,0.6548368631940469,0.7310275352585628
svm,word,True,1.0,1,"(1, 3)",stem,5.0,balanced,scale,sigmoid,0.7931331644715183,0.5,0.8556443556443556,0.7098930481283422,0.792002688172043,0.7333696430342495,0.41958041958041953,0.8166070937585922,0.6548368631940469,0.7310275352585628
svm,word,True,0.25,1,"(1, 3)",lemma,0.5,balanced,scale,rbf,0.7924276607563241,0.5255102040816327,0.8689946097961098,0.6682134570765662,0.802755376344086,0.7374504453653551,0.5223529411764706,0.8282828282828283,0.6250795671546786,0.7528542646071189
svm,word,True,0.5,1,"(1, 3)",lemma,0.5,balanced,scale,rbf,0.7924276607563241,0.5255102040816327,0.8689946097961098,0.6682134570765662,0.802755376344086,0.7374504453653551,0.5223529411764706,0.8282828282828283,0.6250795671546786,0.7528542646071189
svm,word,True,1.0,1,"(1, 3)",lemma,0.5,balanced,scale,rbf,0.7924276607563241,0.5255102040816327,0.8689946097961098,0.6682134570765662,0.802755376344086,0.7374504453653551,0.5223529411764706,0.8282828282828283,0.6250795671546786,0.7528542646071189
svm,word,True,0.25,1,"(1, 3)",original,0.5,balanced,scale,rbf,0.7914656264233214,0.520618556701031,0.8684456928838951,0.6671826625386997,0.8020833333333334,0.7414813450079553,0.5292740046838408,0.831773336706299,0.6294416243654822,0.7565480188045668
svm,word,True,0.5,1,"(1, 3)",original,0.5,balanced,scale,rbf,0.7914656264233214,0.520618556701031,0.8684456928838951,0.6671826625386997,0.8020833333333334,0.7414813450079553,0.5292740046838408,0.831773336706299,0.6294416243654822,0.7565480188045668
svm,word,True,1.0,1,"(1, 3)",original,0.5,balanced,scale,rbf,0.7914656264233214,0.520618556701031,0.8684456928838951,0.6671826625386997,0.8020833333333334,0.7414813450079553,0.5292740046838408,0.831773336706299,0.6294416243654822,0.7565480188045668
svm,word,True,0.25,1,"(1, 2)",lemma,0.5,balanced,scale,rbf,0.7909112745175728,0.5279999999999999,0.868144690781797,0.6640866873065016,0.8024193548387096,0.7353164681072938,0.5048076923076924,0.8282980866062438,0.6224489795918366,0.7515110812625924
svm,word,True,0.5,1,"(1, 2)",lemma,0.5,balanced,scale,rbf,0.7909112745175728,0.5279999999999999,0.868144690781797,0.6640866873065016,0.8024193548387096,0.7353164681072938,0.5048076923076924,0.8282980866062438,0.6224489795918366,0.7515110812625924
svm,word,True,1.0,1,"(1, 2)",lemma,0.5,balanced,scale,rbf,0.7909112745175728,0.5279999999999999,0.868144690781797,0.6640866873065016,0.8024193548387096,0.7353164681072938,0.5048076923076924,0.8282980866062438,0.6224489795918366,0.7515110812625924
svm,word,True,0.25,1,"(1, 3)",lemma,1.5,balanced,scale,rbf,0.7904476863031829,0.5082872928176796,0.8695854680950162,0.6635802469135803,0.802755376344086,0.7513716633764739,0.5038167938931297,0.8353658536585366,0.6576521204671173,0.7649429147078576
