model,analyzer,lowercase,max_df,min_df,ngram_range,type,alpha,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
nb,word,True,0.25,1,"(1, 3)",original,0.01,0.6967030633080181,0.4169381107491857,0.8264091623624523,0.4446308724832215,0.7288306451612904,0.679474081338809,0.4610951008645533,0.8005843681519357,0.5153129161118508,0.708865010073875
nb,word,True,0.5,1,"(1, 3)",original,0.01,0.6967030633080181,0.4169381107491857,0.8264091623624523,0.4446308724832215,0.7288306451612904,0.679474081338809,0.4610951008645533,0.8005843681519357,0.5153129161118508,0.708865010073875
nb,word,True,1.0,1,"(1, 3)",original,0.01,0.6967030633080181,0.4169381107491857,0.8264091623624523,0.4446308724832215,0.7288306451612904,0.679474081338809,0.4610951008645533,0.8005843681519357,0.5153129161118508,0.708865010073875
nb,word,True,0.25,1,"(1, 2)",original,0.001,0.6966884627662536,0.42483660130718953,0.8265947888589398,0.4422110552763818,0.7288306451612904,0.6740567759925309,0.4302325581395348,0.7989315201554152,0.5087014725568944,0.7048354600402955
nb,word,True,0.5,1,"(1, 2)",original,0.001,0.6966884627662536,0.42483660130718953,0.8265947888589398,0.4422110552763818,0.7288306451612904,0.6740567759925309,0.4302325581395348,0.7989315201554152,0.5087014725568944,0.7048354600402955
nb,word,True,1.0,1,"(1, 2)",original,0.001,0.6966884627662536,0.42483660130718953,0.8265947888589398,0.4422110552763818,0.7288306451612904,0.6740567759925309,0.4302325581395348,0.7989315201554152,0.5087014725568944,0.7048354600402955
nb,word,True,0.25,1,"(1, 2)",original,0.0,0.6966700948440304,0.42105263157894735,0.8264091623624523,0.4435146443514644,0.7288306451612904,0.6722578906028263,0.41297935103244837,0.797962648556876,0.5087014725568944,0.703492276695769
nb,word,True,0.5,1,"(1, 2)",original,0.0,0.6966700948440304,0.42105263157894735,0.8264091623624523,0.4435146443514644,0.7288306451612904,0.6722578906028263,0.41297935103244837,0.797962648556876,0.5087014725568944,0.703492276695769
nb,word,True,1.0,1,"(1, 2)",original,0.0,0.6966700948440304,0.42105263157894735,0.8264091623624523,0.4435146443514644,0.7288306451612904,0.6722578906028263,0.41297935103244837,0.797962648556876,0.5087014725568944,0.703492276695769
nb,word,True,0.25,1,"(1, 3)",original,0.001,0.6961657579971671,0.42483660130718953,0.8260381593714927,0.44164567590260284,0.728494623655914,0.6747411940773644,0.42898550724637685,0.7987344852762228,0.511318242343542,0.7048354600402955
nb,word,True,0.5,1,"(1, 3)",original,0.001,0.6961657579971671,0.42483660130718953,0.8260381593714927,0.44164567590260284,0.728494623655914,0.6747411940773644,0.42898550724637685,0.7987344852762228,0.511318242343542,0.7048354600402955
nb,word,True,1.0,1,"(1, 3)",original,0.001,0.6961657579971671,0.42483660130718953,0.8260381593714927,0.44164567590260284,0.728494623655914,0.6747411940773644,0.42898550724637685,0.7987344852762228,0.511318242343542,0.7048354600402955
nb,word,True,0.25,1,"(1, 3)",original,0.0,0.695672597340432,0.42105263157894735,0.8256674893426073,0.44164567590260284,0.7281586021505376,0.672915792221474,0.41297935103244837,0.7975698663426488,0.511318242343542,0.703492276695769
nb,word,True,0.5,1,"(1, 3)",original,0.0,0.695672597340432,0.42105263157894735,0.8256674893426073,0.44164567590260284,0.7281586021505376,0.672915792221474,0.41297935103244837,0.7975698663426488,0.511318242343542,0.703492276695769
nb,word,True,1.0,1,"(1, 3)",original,0.0,0.695672597340432,0.42105263157894735,0.8256674893426073,0.44164567590260284,0.7281586021505376,0.672915792221474,0.41297935103244837,0.7975698663426488,0.511318242343542,0.703492276695769
nb,word,True,0.25,1,"(1, 2)",stem,0.001,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.6784454527340436,0.44512195121951215,0.8011639185257031,0.5146276595744682,0.7092008059100067
nb,word,True,0.5,1,"(1, 2)",stem,0.001,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.6784454527340436,0.44512195121951215,0.8011639185257031,0.5146276595744682,0.7092008059100067
nb,word,True,1.0,1,"(1, 2)",stem,0.001,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.6784454527340436,0.44512195121951215,0.8011639185257031,0.5146276595744682,0.7092008059100067
nb,word,True,0.25,1,"(1, 2)",stem,0.0,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.67435501790906,0.40993788819875776,0.7996127783155855,0.5126498002663116,0.7061786433848221
nb,word,True,0.5,1,"(1, 2)",stem,0.0,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.67435501790906,0.40993788819875776,0.7996127783155855,0.5126498002663116,0.7061786433848221
nb,word,True,1.0,1,"(1, 2)",stem,0.0,0.6954491908277024,0.4372990353697749,0.8245850157021085,0.43956043956043955,0.7278225806451613,0.67435501790906,0.40993788819875776,0.7996127783155855,0.5126498002663116,0.7061786433848221
nb,word,True,0.25,1,"(1, 3)",stem,0.001,0.694861639116916,0.4372990353697749,0.8245810055865922,0.4373927958833619,0.728494623655914,0.6786258522011955,0.44376899696048633,0.8012618296529969,0.5152722443559096,0.7092008059100067
nb,word,True,0.5,1,"(1, 3)",stem,0.001,0.694861639116916,0.4372990353697749,0.8245810055865922,0.4373927958833619,0.728494623655914,0.6786258522011955,0.44376899696048633,0.8012618296529969,0.5152722443559096,0.7092008059100067
nb,word,True,1.0,1,"(1, 3)",stem,0.001,0.694861639116916,0.4372990353697749,0.8245810055865922,0.4373927958833619,0.728494623655914,0.6786258522011955,0.44376899696048633,0.8012618296529969,0.5152722443559096,0.7092008059100067
nb,word,True,0.25,1,"(1, 3)",stem,0.0,0.6943772185244893,0.4372990353697749,0.824396782841823,0.4360515021459227,0.7281586021505376,0.6744950141773987,0.411214953271028,0.7993221980150084,0.5132978723404256,0.7061786433848221
nb,word,True,0.5,1,"(1, 3)",stem,0.0,0.6943772185244893,0.4372990353697749,0.824396782841823,0.4360515021459227,0.7281586021505376,0.6744950141773987,0.411214953271028,0.7993221980150084,0.5132978723404256,0.7061786433848221
nb,word,True,1.0,1,"(1, 3)",stem,0.0,0.6943772185244893,0.4372990353697749,0.824396782841823,0.4360515021459227,0.7281586021505376,0.6744950141773987,0.411214953271028,0.7993221980150084,0.5132978723404256,0.7061786433848221
nb,word,True,0.25,1,"(1, 2)",stem,0.1,0.6940862496756877,0.4056939501779359,0.8271741535737994,0.43576388888888884,0.7315188172043011,0.6802261292204369,0.4643962848297213,0.8020329138431753,0.514323784143904,0.7112155809267965
nb,word,True,0.5,1,"(1, 2)",stem,0.1,0.6940862496756877,0.4056939501779359,0.8271741535737994,0.43576388888888884,0.7315188172043011,0.6802261292204369,0.4643962848297213,0.8020329138431753,0.514323784143904,0.7112155809267965
nb,word,True,1.0,1,"(1, 2)",stem,0.1,0.6940862496756877,0.4056939501779359,0.8271741535737994,0.43576388888888884,0.7315188172043011,0.6802261292204369,0.4643962848297213,0.8020329138431753,0.514323784143904,0.7112155809267965
nb,word,True,0.25,1,"(1, 2)",lemma,0.1,0.6932178101837411,0.43508771929824563,0.8278761061946904,0.4237140366172624,0.7311827956989247,0.6823003568676657,0.47169811320754707,0.804054054054054,0.5153949129852745,0.7139019476158496
nb,word,True,0.5,1,"(1, 2)",lemma,0.1,0.6932178101837411,0.43508771929824563,0.8278761061946904,0.4237140366172624,0.7311827956989247,0.6823003568676657,0.47169811320754707,0.804054054054054,0.5153949129852745,0.7139019476158496
nb,word,True,1.0,1,"(1, 2)",lemma,0.1,0.6932178101837411,0.43508771929824563,0.8278761061946904,0.4237140366172624,0.7311827956989247,0.6823003568676657,0.47169811320754707,0.804054054054054,0.5153949129852745,0.7139019476158496
nb,word,True,0.25,1,"(1, 2)",original,0.1,0.6923414818834693,0.4014336917562724,0.8267908627190064,0.43127147766323026,0.729502688172043,0.6804553005331941,0.46728971962616817,0.8020280057943023,0.5144005358338914,0.7118871725990598
nb,word,True,0.5,1,"(1, 2)",original,0.1,0.6923414818834693,0.4014336917562724,0.8267908627190064,0.43127147766323026,0.729502688172043,0.6804553005331941,0.46728971962616817,0.8020280057943023,0.5144005358338914,0.7118871725990598
nb,word,True,1.0,1,"(1, 2)",original,0.1,0.6923414818834693,0.4014336917562724,0.8267908627190064,0.43127147766323026,0.729502688172043,0.6804553005331941,0.46728971962616817,0.8020280057943023,0.5144005358338914,0.7118871725990598
nb,word,True,0.25,1,"(1, 1)",stem,0.25,0.6890269031689977,0.3455882352941176,0.8316615787178369,0.42047531992687387,0.7338709677419355,0.6664456646448202,0.36177474402730375,0.8006692160611855,0.49763353617309,0.7038280725319006
nb,word,True,0.5,1,"(1, 1)",stem,0.25,0.6890269031689977,0.3455882352941176,0.8316615787178369,0.42047531992687387,0.7338709677419355,0.6664456646448202,0.36177474402730375,0.8006692160611855,0.49763353617309,0.7038280725319006
nb,word,True,1.0,1,"(1, 1)",stem,0.25,0.6890269031689977,0.3455882352941176,0.8316615787178369,0.42047531992687387,0.7338709677419355,0.6664456646448202,0.36177474402730375,0.8006692160611855,0.49763353617309,0.7038280725319006
nb,word,True,0.25,10,"(1, 3)",stem,0.1,0.6878825023590365,0.37992831541218636,0.8363088836308885,0.39648437500000006,0.739247311827957,0.6640435613633194,0.4154929577464788,0.7998124706985467,0.480796586059744,0.7061786433848221
nb,word,True,0.5,10,"(1, 3)",stem,0.1,0.6878825023590365,0.37992831541218636,0.8363088836308885,0.39648437500000006,0.739247311827957,0.6640435613633194,0.4154929577464788,0.7998124706985467,0.480796586059744,0.7061786433848221
nb,word,True,1.0,10,"(1, 3)",stem,0.1,0.6878825023590365,0.37992831541218636,0.8363088836308885,0.39648437500000006,0.739247311827957,0.6640435613633194,0.4154929577464788,0.7998124706985467,0.480796586059744,0.7061786433848221
nb,word,True,0.25,10,"(1, 2)",stem,0.1,0.6876116415741381,0.37992831541218636,0.8360585197934596,0.39609756097560983,0.7389112903225806,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
nb,word,True,0.5,10,"(1, 2)",stem,0.1,0.6876116415741381,0.37992831541218636,0.8360585197934596,0.39609756097560983,0.7389112903225806,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
nb,word,True,1.0,10,"(1, 2)",stem,0.1,0.6876116415741381,0.37992831541218636,0.8360585197934596,0.39609756097560983,0.7389112903225806,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
nb,word,True,0.25,10,"(1, 3)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6615896136869359,0.4072727272727273,0.7983173638700631,0.47788873038516405,0.7048354600402955
nb,word,True,0.5,10,"(1, 3)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6615896136869359,0.4072727272727273,0.7983173638700631,0.47788873038516405,0.7048354600402955
nb,word,True,1.0,10,"(1, 3)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6615896136869359,0.4072727272727273,0.7983173638700631,0.47788873038516405,0.7048354600402955
nb,word,True,0.25,10,"(1, 2)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6611268096739452,0.40433212996389895,0.7983173638700631,0.4771428571428571,0.7044996642041639
nb,word,True,0.5,10,"(1, 2)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6611268096739452,0.40433212996389895,0.7983173638700631,0.4771428571428571,0.7044996642041639
nb,word,True,1.0,10,"(1, 2)",stem,0.25,0.6871329960583002,0.3663003663003663,0.8368398454272219,0.395690499510284,0.7395833333333334,0.6611268096739452,0.40433212996389895,0.7983173638700631,0.4771428571428571,0.7044996642041639
nb,word,True,0.25,10,"(1, 2)",stem,0.0,0.686625360620879,0.36823104693140796,0.8358786835878683,0.39571150097465896,0.738239247311828,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
nb,word,True,0.25,10,"(1, 2)",stem,0.001,0.686625360620879,0.36823104693140796,0.8358786835878683,0.39571150097465896,0.738239247311828,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
nb,word,True,0.25,10,"(1, 2)",stem,0.01,0.686625360620879,0.36823104693140796,0.8358786835878683,0.39571150097465896,0.738239247311828,0.6645209387697535,0.4154929577464788,0.8,0.4818763326226012,0.7065144392209537
